Strain,Ev,Acc,Rep,Week,D1Pop,D2Pop,D3Pop,D4Pop,D1FSC,D2FSC,D3FSC,D4FSC,Growth.Rate,Mean.FSC,PE.Count,Chl.a.read,Chl.a.per.cell,FvFm.0,PEDay,FvFm.PE,P,alpha,beta,E_k,P_I,O2.Count,O2.rate.light,O2.rate.dark,pgO2.cell.hr.light,pgO2.cell.hr.dark,g.sp.acc.bestfit,G_Old,G_O,pgC.cell,pgN.cell,Day1-redF,Day2-redF,Day3-redF,Day4-redF,Fm
1393,18,18,A,130,,,,,,,,,,,,,,,,,,,,,,,,,,,2.321379527,1.921182479,1.995017,,,,,,,
1393,18,18,B,130,,,,,,,,,,,,,,,,,,,,,,,,,,,1.900735946,1.573055033,1.595582183,,,,,,,
1393,18,18,C,130,,,,,,,,,,,,,,,,,,,,,,,,,,,1.505909779,1.246295638,1.259831273,,,,,,,
1393,18,18,D,130,,,,,,,,,,,,,,,,,,,,,,,,,,,1.781580169,1.474441474,1.490500715,,,,,,,
1393,18,18,E,130,,,,,,,,,,,,,,,,,,,,,,,,,,,1.577567203,1.305599727,1.320859938,,,,,,,
1393,18,18,F,130,,,,,,,,,,,,,,,,,,,,,,,,,,,1.838816339,1.521810062,1.539493565,,,,,,,
1393,24,18,A,130,,,,,,,,,,,,,,,,,,,,,,,,,,,1.242096843,1.027960565,1.044927508,,,,,,,
1393,24,18,B,130,,,,,,,,,,,,,,,,,,,,,,,,,,,2.152580357,1.310463855,1.182486845,,,,,,,
1393,24,18,C,130,,,,,,,,,,,,,,,,,,,,,,,,,,,1.590563158,1.321279227,1.316354996,,,,,,,
1393,24,18,D,130,,,,,,,,,,,,,,,,,,,,,,,,,,,0.549194205,0.454514825,0.454514825,,,,,,,
1393,24,18,E,130,,,,,,,,,,,,,,,,,,,,,,,,,,,2.303643664,1.906503304,1.901643859,,,,,,,
1393,24,18,F,130,,,,,,,,,,,,,,,,,,,,,,,,,,,1.15202557,0.953423363,0.954620633,,,,,,,
1393,24,24,A,130,,,,,,,,,,,,,,,,,,,,,,,,,,,1.024845308,0.600260064,0.610398246,,,,,,,
1393,24,24,B,130,,,,,,,,,,,,,,,,,,,,,,,,,,,1.085284383,0.569618643,0.585859924,,,,,,,
1393,24,24,C,130,,,,,,,,,,,,,,,,,,,,,,,,,,,1.541389802,0.809008607,0.830615735,,,,,,,
1393,24,24,D,130,,,,,,,,,,,,,,,,,,,,,,,,,,,1.972691354,1.035384497,1.057181906,,,,,,,
1393,24,24,E,130,,,,,,,,,,,,,,,,,,,,,,,,,,,1.821096144,0.955817174,0.978807921,,,,,,,
1393,24,24,F,130,,,,,,,,,,,,,,,,,,,,,,,,,,,1.265261471,0.664079528,0.668975748,,,,,,,
1393,24,30,A,130,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51380283,0.291683134,0.294658011,,,,,,,
1393,24,30,B,130,,,,,,,,,,,,,,,,,,,,,,,,,,,0.497221844,0.282270208,0.28688568,,,,,,,
1393,24,30,C,130,,,,,,,,,,,,,,,,,,,,,,,,,,,0.572622135,0.325074539,0.331269334,,,,,,,
1393,24,30,D,130,,,,,,,,,,,,,,,,,,,,,,,,,,,0.65801542,0.373551885,0.379052955,,,,,,,
1393,24,30,E,130,,,,,,,,,,,,,,,,,,,,,,,,,,,0.653757319,0.371134471,0.378992539,,,,,,,
1393,24,30,F,130,,,,,,,,,,,,,,,,,,,,,,,,,,,0.994297017,0.564457268,0.583396388,,,,,,,
1393,30,30,A,130,,,,,,,,,,,,,,,,,,,,,,,,,,,0.995121906,0.564925066,0.572263472,,,,,,,
1393,30,30,B,130,,,,,,,,,,,,,,,,,,,,,,,,,,,1.184268361,0.672304289,0.67298928,,,,,,,
1393,30,30,C,130,,,,,,,,,,,,,,,,,,,,,,,,,,,1.66377506,0.94451273,0.954102711,,,,,,,
1393,30,30,D,130,,,,,,,,,,,,,,,,,,,,,,,,,,,1.377042129,0.781739505,0.784217349,,,,,,,
1393,30,30,E,130,,,,,,,,,,,,,,,,,,,,,,,,,,,1.751705011,0.900338297,0.862977425,,,,,,,
1393,30,30,F,130,,,,,,,,,,,,,,,,,,,,,,,,,,,1.365486104,0.775179951,0.786610923,,,,,,,
2951,18,18,A,130,,,,,,,,,,,,,,,,,,,,,,,,,,,2.583617255,1.23698089,1.245825823,,,,,,,
2951,18,18,B,130,,,,,,,,,,,,,,,,,,,,,,,,,,,1.902172918,0.910719817,0.915063967,,,,,,,
2951,18,18,C,130,,,,,,,,,,,,,,,,,,,,,,,,,,,1.487574204,0.712218772,0.713816747,,,,,,,
2951,18,18,D,130,,,,,,,,,,,,,,,,,,,,,,,,,,,1.350505184,0.646593046,0.648298799,,,,,,,
2951,18,18,E,130,,,,,,,,,,,,,,,,,,,,,,,,,,,1.350854033,0.646760067,0.648450384,,,,,,,
2951,18,18,F,130,,,,,,,,,,,,,,,,,,,,,,,,,,,1.697706776,0.812825737,0.818643272,,,,,,,
2951,24,18,A,130,,,,,,,,,,,,,,,,,,,,,,,,,,,2.064700035,0.988534298,0.988534298,,,,,,,
2951,24,18,B,130,,,,,,,,,,,,,,,,,,,,,,,,,,,1.962732792,0.939714558,0.939714559,,,,,,,
2951,24,18,C,130,,,,,,,,,,,,,,,,,,,,,,,,,,,1.781824435,0.8530995,0.8530995,,,,,,,
2951,24,18,D,130,,,,,,,,,,,,,,,,,,,,,,,,,,,1.344414907,0.643677156,0.643677155,,,,,,,
2951,24,18,E,130,,,,,,,,,,,,,,,,,,,,,,,,,,,1.141101704,0.546335135,0.546335135,,,,,,,
2951,24,18,F,130,,,,,,,,,,,,,,,,,,,,,,,,,,,1.24870273,0.597852209,0.597852209,,,,,,,
2951,24,24,A,130,,,,,,,,,,,,,,,,,,,,,,,,,,,2.195769842,0.725625466,0.73098949,,,,,,,
2951,24,24,B,130,,,,,,,,,,,,,,,,,,,,,,,,,,,2.343867533,0.774567495,0.782769646,,,,,,,
2951,24,24,C,130,,,,,,,,,,,,,,,,,,,,,,,,,,,2.245386119,0.742021811,0.749328936,,,,,,,
2951,24,24,D,130,,,,,,,,,,,,,,,,,,,,,,,,,,,1.639039945,0.541645835,0.435586195,,,,,,,
2951,24,24,E,130,,,,,,,,,,,,,,,,,,,,,,,,,,,1.560613384,0.515728135,0.518953134,,,,,,,
2951,24,24,F,130,,,,,,,,,,,,,,,,,,,,,,,,,,,1.354454463,0.44759997,0.449357886,,,,,,,
2951,24,30,A,130,,,,,,,,,,,,,,,,,,,,,,,,,,,1.217067655,0.479308524,0.479502148,,,,,,,
2951,24,30,B,130,,,,,,,,,,,,,,,,,,,,,,,,,,,1.104620235,0.435024235,0.435024235,,,,,,,
2951,24,30,C,130,,,,,,,,,,,,,,,,,,,,,,,,,,,1.176105479,0.463176712,0.463639894,,,,,,,
2951,24,30,D,130,,,,,,,,,,,,,,,,,,,,,,,,,,,0.896188321,0.352939071,0.352939071,,,,,,,
2951,24,30,E,130,,,,,,,,,,,,,,,,,,,,,,,,,,,0.860471172,0.338872856,0.338872856,,,,,,,
2951,24,30,F,130,,,,,,,,,,,,,,,,,,,,,,,,,,,0.832640097,0.327912354,0.327912354,,,,,,,
2951,30,30,A,130,,,,,,,,,,,,,,,,,,,,,,,,,,,1.349460272,0.531447735,0.531820782,,,,,,,
2951,30,30,B,130,,,,,,,,,,,,,,,,,,,,,,,,,,,1.669966522,0.657670259,0.659648112,,,,,,,
2951,30,30,C,130,,,,,,,,,,,,,,,,,,,,,,,,,,,1.283553264,0.505492046,0.50614729,,,,,,,
2951,30,30,D,130,,,,,,,,,,,,,,,,,,,,,,,,,,,1.521422777,0.599170506,0.601618055,,,,,,,
2951,30,30,E,130,,,,,,,,,,,,,,,,,,,,,,,,,,,1.119191103,0.440762578,0.441595426,,,,,,,
2951,30,30,F,130,,,,,,,,,,,,,,,,,,,,,,,,,,,1.194131922,0.470275986,0.471430826,,,,,,,
1393,18,18,A,138,,,,,,,,,,,,,0.158,,,0.4,250.1655046,1.183865315,NA,211.3124707,110.2748764,191248.59,6.37E-07,-5.18E-05,0.0548917,-0.932165005,,,,,,,,,,
1393,18,18,B,138,,,,,,,,,,,,,0.15,,,0.51,191.7696983,1.09265023,NA,175.5087703,98.79819233,225283.24,1.51E-05,-5.09E-05,0.285410315,-0.769262024,,,,,,,,,,
1393,18,18,C,138,,,,,,,,,,,,,0.179,,,0.498,181.5823264,0.933388254,NA,194.5410451,85.90287484,185201.29,1.30E-05,-5.78E-05,0.299807746,-1.076424601,,,,,,,,,,
1393,18,18,D,138,,,,,,,,,,,,,0.235,,,0.494,166.5544158,0.883023414,NA,188.6183461,80.86414848,153229.03,1.09E-05,-4.06E-05,0.308878809,-0.901074691,,,,,,,,,,
1393,18,18,E,138,,,,,,,,,,,,,0.196,,,0.499,140.0085011,0.728105276,NA,192.2915623,66.88677603,180935.88,1.62E-05,-3.94E-05,0.362560925,-0.743687322,,,,,,,,,,
1393,18,18,F,138,,,,,,,,,,,,,0.185,,,0.508,170.1479056,1.056736512,NA,161.0126116,93.89988908,188931.7,1.14E-04,-3.20E-05,2.224830651,-0.564482081,,,,,,,,,,
2951,18,18,A,138,,,,,,,,,,,,,0.151,,,0.488,427.6668386,1.346808171,NA,317.5410186,130.3983191,166613.31,6.70E-06,-2.91E-05,0.187768438,-0.585759222,,,,,,,,,,
2951,18,18,B,138,,,,,,,,,,,,,0.107,,,0.398,118.9989797,2.010202084,NA,59.1975208,111.1513401,258589.23,3.81E-06,-3.69E-05,0.072257767,-0.494494383,,,,,,,,,,
2951,18,18,C,138,,,,,,,,,,,,,0.142,,,0.444,116.3210279,1.826311497,NA,63.69177881,106.6705142,296687.1,2.10E-05,-4.09E-05,0.27292572,-0.478168619,,,,,,,,,,
2951,18,18,D,138,,,,,,,,,,,,,0.15,,,0.439,107.3696526,2.135740356,NA,50.27280226,103.424112,156219.63,5.11E-06,-4.13E-05,0.141798439,-0.927695823,,,,,,,,,,
2951,18,18,E,138,,,,,,,,,,,,,0.127,,,0.44,135.0856378,2.367391888,NA,57.06095322,127.2048429,228429.78,7.72E-06,-4.66E-05,0.138106774,-0.717963744,,,,,,,,,,
2951,18,18,F,138,,,,,,,,,,,,,0.127,,,0.434,135.6431553,2.504771053,NA,54.15391361,129.0541029,206518.17,1.43E-05,-3.66E-05,0.292642047,-0.594640656,,,,,,,,,,
1393,24,18,A,138,,,,,,,,,,,,,0.218,,,0.174,110.9292938,0.994714444,NA,111.5187322,79.28031197,80268.26,-1.72E-04,-0.000245351,-7.269794409,-10.56767595,,,,,,,,,,
1393,24,18,B,138,,,,,,,,,,,,,0.144,,,0.254,96.98424413,0.832412365,NA,116.5098552,67.44080097,142501.79,-9.56E-05,-0.000154348,-2.208744114,-3.692885518,,,,,,,,,,
1393,24,18,C,138,,,,,,,,,,,,,0.176,,,0.224,126.8668537,0.906449035,NA,139.9602723,77.83074917,130131.71,-1.16E-04,-0.000183884,-2.965241481,-4.853024273,,,,,,,,,,
1393,24,18,D,138,,,,,,,,,,,,,0.178,,,0.197,106.6774513,0.936615691,NA,113.8967159,75.25135726,144037.2,-1.26E-04,-0.000209871,-2.925149387,-5.014359711,,,,,,,,,,
1393,24,18,E,138,,,,,,,,,,,,,0.175,,,0.23,99.88425061,0.830458686,NA,120.2760021,68.04497757,113918.3,-1.14E-04,-0.000187231,-3.351442437,-5.652544222,,,,,,,,,,
1393,24,18,F,138,,,,,,,,,,,,,0.184,,,0.225,93.00418396,0.950238806,NA,97.87453785,71.66573431,117868.04,-2.64E-05,-0.000166979,-0.524945372,-4.818597983,,,,,,,,,,
2951,24,18,A,138,,,,,,,,,,,,,0.143,,,0.427,70.76679287,1.130586205,NA,62.59300934,65.19814622,105137.24,-3.35E-05,-8.89E-05,-0.992094137,-2.889043295,,,,,,,,,,
2951,24,18,B,138,,,,,,,,,,,,,0.153,,,0.396,69.02797106,1.75992609,NA,39.22208519,68.19068731,169927.61,-3.37E-05,-8.18E-05,-0.637104924,-1.656127056,,,,,,,,,,
2951,24,18,C,138,,,,,,,,,,,,,0.158,,,0.373,76.23856698,1.472744217,NA,51.76633262,73.10327296,176038.73,-1.92E-05,-6.78E-05,-0.340125158,-1.333997372,,,,,,,,,,
2951,24,18,D,138,,,,,,,,,,,,,0.158,,,0.402,70.7941653,1.355325518,NA,52.23406803,67.78246514,196182.06,-7.53E-06,-6.28E-05,-0.09134872,-1.105569906,,,,,,,,,,
2951,24,18,E,138,,,,,,,,,,,,,0.135,,,0.382,71.79473162,1.929396044,NA,37.21098726,71.13268525,205946.34,-7.51E-06,-6.55E-05,-0.093120954,-1.106802458,,,,,,,,,,
2951,24,18,F,138,,,,,,,,,,,,,0.152,,,0.413,81.06742294,2.046119169,NA,39.62008869,80.03275338,152407.53,2.00E-07,-4.95E-05,0.058937639,-1.115020102,,,,,,,,,,
1393,24,24,A,138,,,,,,,,,,,,,0.194,,,0.449,92.72064261,0.636379874,NA,145.7001492,55.22685446,275540.54,2.10E-05,-2.97E-04,0.288684056,-3.868632355,,,,,,,,,,
1393,24,24,B,138,,,,,,,,,,,,,0.183,,,0.508,77.02340957,0.670001258,NA,114.9600969,54.01702352,318928.97,2.10E-05,-2.49E-04,0.252501991,-2.798133392,,,,,,,,,,
1393,24,24,C,138,,,,,,,,,,,,,0.185,,,0.474,96.38058275,0.854840435,NA,112.7468693,68.41867999,278918.43,5.93E-05,-2.33E-04,0.792702714,-2.980245466,,,,,,,,,,
1393,24,24,D,138,,,,,,,,,,,,,0.185,,,0.461,100.5210238,0.819180997,NA,122.7091743,67.58065164,313137.94,2.14E-05,-0.000218778,0.256617519,-2.504596317,,,,,,,,,,
1393,24,24,E,138,,,,,,,,,,,,,0.207,,,0.485,87.15399035,0.627734635,NA,138.8389065,53.78009826,278730.78,5.11E-05,-0.000238474,0.675750132,-3.06429755,,,,,,,,,,
1393,24,24,F,138,,,,,,,,,,,,,0.2,,,0.421,109.5512558,0.843282589,NA,129.9104918,70.8566918,241844.48,4.71E-05,-0.000247529,0.745960556,-3.639768722,,,,,,,,,,
2951,24,24,A,138,,,,,,,,,,,,,0.157,,,0.519,51.49485861,1.815566231,NA,28.36297445,51.40573074,370220.27,7.20E-05,-1.20E-04,0.710777293,-1.157454297,,,,,,,,,,
2951,24,24,B,138,,,,,,,,,,,,,0.152,,,0.534,64.51119261,1.287333325,NA,50.112268,62.17005863,493102.8,9.80E-05,-1.05E-04,0.726013154,-0.753906242,,,,,,,,,,
2951,24,24,C,138,,,,,,,,,,,,,0.138,,,0.501,66.52352378,1.897691672,NA,35.05496955,66.08218612,438618.26,8.65E-05,-1.24E-04,0.720175215,-1.004896603,,,,,,,,,,
2951,24,24,D,138,,,,,,,,,,,,,0.17,,,0.505,68.87273051,1.530596302,NA,44.99731929,67.27429373,493228.7,1.06E-04,-9.05E-05,0.781619842,-0.652639757,,,,,,,,,,
2951,24,24,E,138,,,,,,,,,,,,,0.166,,,0.518,65.65529506,1.968182621,NA,33.35833492,65.32915373,551824.01,9.18E-05,-1.13E-04,0.60749607,-0.728184112,,,,,,,,,,
2951,24,24,F,138,,,,,,,,,,,,,0.163,,,0.508,79.21803957,2.383491457,NA,33.23613322,78.8330845,395575.24,7.73E-05,-8.65E-05,0.707674065,-0.783015787,,,,,,,,,,
1393,24,30,A,138,,,,,,,,,,,,,0.189,,,0.233,57.36544539,1.478011458,NA,38.81258503,56.70586013,182719.5,-1.55E-04,-5.61E-04,-3.027727365,-11.02403667,,,,,,,,,,
1393,24,30,B,138,,,,,,,,,,,,,0.181,,,0.245,38.49826539,1.284599656,NA,29.96907654,38.4010716,208009.16,-1.38E-04,-4.81E-04,-2.379525698,-8.308343517,,,,,,,,,,
1393,24,30,C,138,,,,,,,,,,,,,0.198,,,0.222,54.02961857,1.128699983,NA,47.86889287,52.39829896,181088.89,-1.72E-04,-5.15E-04,-3.397837962,-10.20788137,,,,,,,,,,
1393,24,30,D,138,,,,,,,,,,,,,0.246,,,0.215,32.69219175,1.623687284,NA,20.13453704,32.68901833,195463.77,-1.56E-04,-4.55E-04,-2.849360023,-8.362690825,,,,,,,,,,
1393,24,30,E,138,,,,,,,,,,,,,0.246,,,0.2,29.54846359,1.73308391,NA,17.04964395,29.54798815,169313.72,-1.87E-04,-4.22E-04,-3.954775237,-8.953245615,,,,,,,,,,
1393,24,30,F,138,,,,,,,,,,,,,0.251,,,0.155,0,0.84079903,NA,0,0,199423.63,-1.44E-04,-4.93E-04,-2.578844192,-8.874270739,,,,,,,,,,
2951,24,30,A,138,,,,,,,,,,,,,0.251,,,0.404,62.14433927,0.946805779,NA,65.63578365,56.50883626,87965.65,-1.26E-04,-2.75E-04,-5.149780826,-11.24970248,,,,,,,,,,
2951,24,30,B,138,,,,,,,,,,,,,0.205,,,0.442,83.43457888,0.944996356,NA,88.29090016,67.741694,173806.33,-8.16E-05,-2.89E-04,-1.684897699,-5.974831176,,,,,,,,,,
2951,24,30,C,138,,,,,,,,,,,,,0.207,,,0.462,82.63512491,0.650293429,NA,127.0735967,54.26443799,168866.78,-8.76E-05,-3.25E-04,-1.859446671,-6.920477684,,,,,,,,,,
2951,24,30,D,138,,,,,,,,,,,,,0.241,,,0.475,43.05535165,1.153101933,NA,37.33872124,42.65098895,190439.39,-5.10E-05,-2.69E-04,-0.955007983,-5.076779261,,,,,,,,,,
2951,24,30,E,138,,,,,,,,,,,,,0.236,,,0.47,86.12955994,0.37196201,NA,231.5547225,35.04416858,156640.17,-7.11E-05,-2.31E-04,-1.626324918,-5.310161625,,,,,,,,,,
2951,24,30,F,138,,,,,,,,,,,,,0.259,,,0.481,42.90221998,0.742284183,NA,57.79756722,40.28847957,138318.26,-4.04E-05,-1.90E-04,-1.046531467,-4.9316236,,,,,,,,,,
1393,30,30,A,138,,,,,,,,,,,,,0.191,,,0.254,53.49422443,1.854170226,NA,28.85076229,53.38992406,344863.33,-1.32E-04,-6.16E-04,-1.37102411,-6.423356044,,,,,,,,,,
1393,30,30,B,138,,,,,,,,,,,,,0.245,,,0.24,54.26479205,1.102116398,NA,49.23689744,52.4281108,301904.95,-1.13E-04,-4.95E-04,-1.338812228,-5.893769087,,,,,,,,,,
1393,30,30,C,138,,,,,,,,,,,,,0.206,,,0.344,79.47858607,0.651654092,NA,121.9643781,53.64977187,294566.41,-5.86E-05,-2.98E-04,-0.70466901,-3.628480947,,,,,,,,,,
1393,30,30,D,138,,,,,,,,,,,,,0.242,,,0.354,86.27028275,0.886025442,NA,97.36772631,66.66244405,298691.75,-1.41E-05,-3.36E-04,-0.162256855,-4.039251777,,,,,,,,,,
1393,30,30,E,138,,,,,,,,,,,,,0.215,,,0.355,68.97239861,1.021266672,NA,67.53612988,62.18530648,357889.93,1.64E-05,-2.81E-04,0.171019195,-2.820102666,,,,,,,,,,
1393,30,30,F,138,,,,,,,,,,,,,0.366,,,0.372,59.11496834,0.79961156,NA,73.92960699,51.70635638,311608.08,-6.60E-05,-5.64E-04,-0.753982667,-6.508495914,,,,,,,,,,
2951,30,30,A,138,,,,,,,,,,,,,0.175,,,0.435,263.7325991,1.004892477,NA,262.4485755,95.89292205,346604.98,-5.34E-05,-2.05E-04,-0.548674494,-2.12726116,,,,,,,,,,
2951,30,30,B,138,,,,,,,,,,,,,0.174,,,0.419,58.21625527,1.103461604,NA,52.7578441,55.64580209,332019.32,1.68E-05,-2.08E-04,0.188951267,-2.251912681,,,,,,,,,,
2951,30,30,C,138,,,,,,,,,,,,,0.188,,,0.432,57.8282555,0.515351597,NA,112.2112667,41.17222296,403798.04,1.79E-05,-2.24E-04,0.165957774,-1.993883316,,,,,,,,,,
2951,30,30,D,138,,,,,,,,,,,,,0.173,,,0.418,69.37651894,0.901735096,NA,76.93669603,59.77924233,340585.37,3.20E-05,-1.65E-04,0.344134195,-1.733533441,,,,,,,,,,
2951,30,30,E,138,,,,,,,,,,,,,0.149,,,0.453,50.43400316,1.595121543,NA,31.61765534,50.25377925,409175.38,1.30E-05,-2.62E-04,0.119670073,-2.299056076,,,,,,,,,,
2951,30,30,F,138,,,,,,,,,,,,,0.145,,,0.443,51.79447412,1.68919724,NA,30.66218255,51.64245225,393517.43,6.10E-05,-1.42E-04,0.564457195,-1.292127411,,,,,,,,,,
1391,18,18,A,140,25989,25496,41691,65254,5095.07257,7638.496274,7571.983937,5554.220795,0.469872474,6464.943394,66710.46603,1.54,0.115,0.488,4,0.511,385.892799,2.532826066,NA,152.3566123,222.2481893,,,,,,,,,,,2604.987045,3155.394755,3430.725985,3275.911243,4437
1391,18,18,B,140,35130,34983,60331,136784,5381.68989,7666.360954,6180.156662,4874.082674,0.681766646,6025.572545,64681.95845,1.57,0.121,0.501,4,0.479,315.5725418,2.371624561,NA,133.0617615,200.7234698,,,,,,,,,,,2991.497277,3470.234395,3310.302195,3101.686593,3669
1391,18,18,C,140,49482,60473,94398,181440,5487.31098,8135.920059,6184.90245,4909.741816,0.549366959,6179.468826,125887.7114,2.12,0.084,0.504,4,0.505,397.7516753,2.431026688,NA,163.6146889,216.7610128,,,,,,,,,,,2852.735464,3377.750674,3235.666898,3064.206183,6263
1391,18,18,D,140,35121,32901,45874,84704,5112.81662,7085.766648,6027.752946,4918.97165,0.472833273,5786.326966,44221.66385,1.25,0.141,0.508,4,0.475,373.3193201,2.736515756,NA,136.4214035,233.2914201,,,,,,,,,,,2663.332021,3158.648338,3127.72613,2989.606726,3301
1391,18,18,E,140,40783,43967,59895,132056,5449.57202,6680.592794,5617.194123,4618.673424,0.549894202,5591.50809,83797.24145,1.5,0.09,0.514,4,0.499,370.999685,2.475386636,NA,149.8754496,216.3479767,,,,,,,,,,,2704.808838,3120.984147,3055.596435,2912.786738,4485
1391,18,18,F,140,58640,67272,86536,195068,5246.87716,6828.822063,5863.610147,4546.557257,0.532299581,5621.466657,104876.0683,1.88,0.09,0.511,4,0.5,365.9152551,2.438995895,NA,150.0270073,213.220169,,,,,,,,,,,2750.849454,3341.369463,3373.128719,3084.825686,5502
1393,18,18,A,140,58382,64728,79729,113147,7642.40823,7758.777432,7779.397992,7719.314824,0.279250464,7724.97462,117697.5476,4.73,0.201,0.416,5,0.517,296.0336673,1.581011723,NA,187.2431829,144.6071587,,,,,,,,,,,5626.171182,6354.257044,6452.978807,5974.844607,10621
1393,18,18,B,140,52191,54131,65963,82708,7345.7755,7315.808509,7349.17083,7281.534049,0.211955138,7323.072222,82374.79753,3.51,0.213,0.453,5,0.511,240.6081959,1.314413406,NA,183.0536685,119.7586115,,,,,,,,,,,5204.293043,6085.167733,6237.010937,6092.280119,6786
1393,18,18,C,140,47756,45282,57270,73419,7209.2395,7212.186159,7403.660669,7386.533276,0.241631986,7302.904901,71474.56932,2.84,0.199,0.435,5,0.492,214.8485348,1.286294414,NA,167.0290506,115.1851598,,,,,,,,,,,5222.839441,5816.591696,5961.503352,5691.827386,5214
1393,18,18,D,140,44163,46681,56341,79536,7566.02181,7548.850367,7680.170198,7606.650703,0.266439508,7600.42327,74457.15679,2.92,0.196,0.445,5,0.52,229.3086053,1.231167812,NA,186.2529242,112.5082216,,,,,,,,,,,6201.796296,6961.596482,7158.578438,6423.937208,7217
1393,18,18,E,140,47786,45047,56651,78997,7251.90131,7644.376952,7752.236547,7475.519002,0.28085066,7531.008453,64011.14368,2.77,0.216,0.444,5,0.499,493.4481159,1.145651308,NA,430.7140509,112.5500573,,,,,,,,,,,6001.993754,6681.917784,6763.097246,5127.131693,4739
1393,18,18,F,140,53394,55981,67403,87510,7092.84716,7058.725123,7164.023388,7170.798423,0.223374446,7121.598524,80945.46352,3.14,0.194,0.458,5,0.515,204.6910899,1.239818268,NA,165.097656,110.7572509,,,,,,,,,,,5500.347447,6320.036837,6490.907855,5950.41101,6298
2951,18,18,A,140,33018,32636,42108,60819,5829.66725,6284.54257,6300.649304,6053.551002,0.311238719,6117.102532,66394.40506,2.47,0.186,0.493,5,0.536,131.2300509,1.934263442,NA,67.84497293,118.1500908,,,,,,,,,,,4304.790734,4480.398221,4234.345202,3977.127837,4062
2951,18,18,B,140,32094,32778,38021,55694,5731.15256,6383.166287,6418.194841,5719.811508,0.26506471,6063.081299,49731.6691,1.56,0.157,0.44,5,0.523,134.8180542,1.923283696,NA,70.09785114,120.1179019,,,,,,,,,,,3141.683058,3453.073984,3672.002381,3525.441097,2738
2951,18,18,C,140,45916,46103,69493,104189,5940.11943,6298.280947,6346.200697,5850.232589,0.407671588,6108.708416,102511.8262,2.65,0.129,0.473,5,0.529,159.8303295,1.95971154,NA,81.5580897,134.489261,,,,,,,,,,,4102.526095,4399.558379,4526.359682,4204.942514,6277
2951,18,18,D,140,31661,28795,37576,49758,5581.55891,6061.069691,6165.524185,5801.334093,0.273483155,5902.37172,21826.02267,0.97,0.222,0.446,5,0.459,136.8149424,1.941803248,NA,70.45767511,121.6901996,,,,,,,,,,,4490.204302,4470.371748,4456.612966,4238.944027,1450
2951,18,18,E,140,32169,29588,38115,51056,5909.52732,6561.772497,6512.204682,5848.241147,0.272770495,6207.936412,42086.88632,1.04,0.124,0.44,5,0.521,117.8296456,2.404687555,NA,48.99998145,113.9177819,,,,,,,,,,,3272.706324,3576.294143,3751.458501,3446.165344,1737
2951,18,18,F,140,30254,25767,32916,47930,5721.74525,6273.691405,6381.140348,5926.848279,0.31032592,6075.856321,46732.15866,1.35,0.144,0.468,5,0.504,147.5674492,2.20367716,NA,66.96418691,133.3916257,,,,,,,,,,,3809.19794,4166.330251,4349.326201,4046.984748,2286
1391,24,18,A,140,27621,27946,42960,55966,5694.23416,7841.234579,7514.43556,5806.361587,0.347240089,6714.066472,68514.47338,2.28,0.166,0.414,5,0.47,418.2436848,2.646058488,NA,158.0629025,234.1666019,,,,,,,,,,,4014.799686,4360.820215,4149.8159,3590.772108,5113
1391,24,18,B,140,30064,27747,39885,58836,5547.81244,7168.535539,6677.744938,5233.884047,0.375810999,6156.994241,70696.42202,1.88,0.133,0.452,5,0.497,360.136883,2.501583911,NA,143.963543,216.4213664,,,,,,,,,,,4056.5217,4286.515873,4011.106893,3385.2241,4604
1391,24,18,C,140,39850,41757,61129,97288,6317.43301,7522.834579,6173.810802,4341.610396,0.422900634,6088.922197,73993.85437,2.14,0.145,0.456,5,0.478,343.3399304,2.509859111,NA,136.7964954,214.1358366,,,,,,,,,,,4056.664308,4136.521466,3654.428718,2818.606769,4686
1391,24,18,D,140,41585,36861,52586,71533,6111.98903,7928.458937,7063.953579,5213.735307,0.331500666,6579.534213,44746.55357,1.28,0.143,0.467,5,0.467,313.0656738,2.502296183,NA,125.1113581,207.762435,,,,,,,,,,,3645.276928,4014.592566,3754.817074,3038.293357,3103
1391,24,18,E,140,36177,39900,51277,79039,5476.68512,6964.661526,6204.510138,4558.186982,0.341790544,5801.010942,78919.03263,2.1,0.133,0.35,5,0.337,379.7849503,2.616636572,NA,145.1424146,226.8551808,,,,,,,,,,,3548.569373,3831.325725,3803.216711,3250.362673,4892
1391,24,18,F,140,23500,22247,28651,47778,5176.33636,7191.629581,6802.409922,5507.756521,0.382167589,6169.533096,22072.55393,1.17,0.265,0.45,5,0.454,324.2873797,2.553958801,NA,126.9743974,213.0648364,,,,,,,,,,,3379.410469,3836.722415,3879.858811,3435.778752,2808
1393,24,18,A,140,67333,64048,69586,79352,7319.86541,7404.987595,7284.860391,7235.12998,0.107136002,7311.210844,13188.1821,0.87,0.33,0.243,4,0.347,200.2974906,1.572140007,NA,127.4043595,131.2973314,,,,,,,,,,,7174.157366,6755.258449,6117.769078,5427.052657,1285
