Strain,Ev,Acc,Rep,Week,D1Pop,D2Pop,D3Pop,D4Pop,D1FSC,D2FSC,D3FSC,D4FSC,Growth.Rate,Mean.FSC,PE.Count,Chl.a.read,Chl.a.per.cell,FvFm.0,PEDay,FvFm.PE,P,alpha,beta,E_k,P_I,O2.Count,O2.rate.light,O2.rate.dark,pgO2.cell.hr.light,pgO2.cell.hr.dark,g.sp.acc.bestfit,G_Old,G_O,pgC.cell,pgN.cell,Day1-redF,Day2-redF,Day3-redF,Day4-redF,Fm
1393,18,18,A,54,18086.82141,21447.7992,15534.87253,17988.23114,9119.368667,8153.42729,8428.435796,9141.560697,0.170438465,8710.698113,41774,1.64,0.197,0.345,5,0.345,506.858066,1.55921093,NA,325.073444,151.182035,,,,,,,,,,,4053.38546,3306.883422,2868.574125,4221.477928,1919
1393,18,18,B,54,31506.14885,38027.3589,32718.31553,34560.24529,8976.503,8060.88786,8215.121525,9024.713003,0.188123143,8569.306347,86843,2.31,0.133,0.375,5,0.359,374.125378,1.40196816,NA,266.857258,133.983256,,,,,,,,,,,3947.936704,3093.991193,2726.361817,3784.205769,4053
1393,18,18,C,54,34533.82439,40823.1499,37598.72891,43695.79348,9195.463384,8319.73907,8473.065317,9140.495986,0.167310059,8782.190939,99764,2.67,0.134,0.368,5,0.354,316.919624,1.28983448,NA,245.705654,122.303981,,,,,,,,,,,3854.816696,2916.925833,2711.394651,3599.102105,5768
1393,18,18,D,54,23645.91145,26608.3455,26454.29024,35374.03271,9263.672499,8432.95973,8661.608086,9309.173662,0.290559665,8916.853494,62942,2.15,0.171,0.364,5,0.376,395.938962,1.38837839,NA,285.180874,133.414007,,,,,,,,,,,4030.836979,3007.326059,2809.416009,3962.164344,4665
1393,18,18,E,54,24184.08302,28032.8557,26379.13875,35317.13246,9363.016595,8292.61297,8613.598178,9394.152931,0.291794686,8915.845168,63574,2.21,0.174,0.353,5,0.388,381.770255,1.38760226,NA,275.129457,132.956329,,,,,,,,,,,4006.230232,3122.373986,2930.619647,4013.14598,4549
1393,18,18,F,54,61906.69987,64588.0893,61153.81174,94284.84867,9220.060849,8106.72884,8276.441889,9073.220119,0.432928311,8669.112924,159031,4.01,0.126,0.386,5,0.355,361.698405,1.38628402,NA,260.912194,132.216867,,,,,,,,,,,4356.493727,3329.791475,2967.525504,3905.132589,12434
2951,18,18,A,54,14793.29721,19798.7742,21206.30138,70690.37344,8778.022757,8486.51272,8075.26157,8159.028944,0.636344688,8374.706498,92124,2.45,0.133,0.466,5,0.363,326.419946,2.17736539,NA,149.915098,190.313344,,,,,,,,,,,3019.49664,2773.950776,2444.337985,2467.99656,3319
2951,18,18,B,54,6472.718034,12371.7076,15080.53118,40403.75667,8601.334735,9164.07427,8702.179901,8512.422852,0.591755274,8745.002939,59963,1.83,0.153,0.47,5,0.364,231.102817,1.82331967,NA,126.748381,152.024552,,,,,,,,,,,2528.954771,2728.689168,2389.508928,2252.498934,1894
2951,18,18,C,54,40787.75585,51264.5242,70824.60882,113285.608,8011.460638,8272.21982,8024.96976,8229.675986,0.396456579,8134.581551,173972,3.58,0.103,0.456,5,0.355,226.396826,2.16961652,NA,104.348775,168.332522,,,,,,,,,,,2501.723072,2371.275486,2028.73036,1962.266322,5125
2951,18,18,D,54,6255.701533,15362.4623,16655.721,30434.565,9141.721114,9281.0153,8659.76485,9019.848334,0.482708377,9025.587399,65940,1.86,0.141,0.452,5,0.37,178.969501,2.09963839,NA,85.2382499,147.701676,,,,,,,,,,,2620.068431,2561.818613,2168.545009,2083.712023,1879
2951,18,18,E,54,11746.88733,18693.6892,20751.0525,41947.73285,8643.354343,8748.30855,8073.962188,8317.933793,0.404119198,8445.889719,91769,2.43,0.133,0.453,5,0.389,206.039482,2.09737481,NA,98.236844,158.450425,,,,,,,,,,,2965.095499,2627.529286,2297.603556,2285.448206,3762
2951,18,18,F,54,15954.83271,23298.402,36218.95498,58267.69529,8829.069974,8747.55854,7976.817652,7877.374586,0.458331527,8357.705188,113837,2.69,0.118,0.42,5,0.38,166.671318,1.84594931,NA,90.2903006,133.868841,,,,,,,,,,,2936.113378,2695.452856,2326.025643,2160.801995,4208
1391,24,18,A,54,12538.85355,11343.973,10770.439,18257.06248,6183.794151,6021.1032,6708.491387,7470.782207,0.527746739,6596.042736,32444,1.42,0.218,0.384,5,0.323,566.172432,2.95400941,NA,191.662366,271.225007,,,,,,,,,,,2261.210216,2008.973598,2003.380534,2207.347913,1689
1391,24,18,B,54,13493.16146,14214.4081,15005.30292,21356.12344,6951.211117,6243.81248,7098.232395,7952.558217,0.352934844,7061.453552,41253,1.66,0.201,0.378,5,0.314,576.368428,3.1935383,NA,180.479573,290.242619,,,,,,,,,,,2380.500456,2173.062763,2240.734741,2483.835249,2912
1391,24,18,C,54,26105.94402,23576.591,26061.57655,40343.05241,6829.601456,6411.60941,6577.136192,7689.686307,0.43695713,6877.008341,71339,2.02,0.142,0.409,5,0.335,559.754134,3.23818234,NA,172.860597,291.953735,,,,,,,,,,,2450.957087,2156.956403,2123.672209,2322.165039,4630
1391,24,18,D,54,42683.04602,35592.7649,43332.78483,54511.77445,6988.041831,6617.04647,7007.631513,7920.497671,0.21313717,7133.304371,117800,2.26,0.096,0.401,5,0.333,547.275931,3.23562759,NA,169.140581,290.480641,,,,,,,,,,,2569.628561,2272.181622,2249.266806,2336.217846,5210
1391,24,18,E,54,32419.44296,35526.4585,44914.60881,60127.74672,6374.769012,5448.15156,5761.035719,7578.023206,0.263096841,6290.494874,102525,2.22,0.108,0.28,5,0.228,520.168185,3.19518704,NA,162.797413,284.593966,,,,,,,,,,,2480.094798,2173.383717,2117.291507,2391.171432,4871
1391,24,18,F,54,19926.58661,15043.3836,16894.58596,24332.68884,6103.847601,5599.9974,6165.455396,7783.928365,0.2404412,6413.307191,51203,1.68,0.165,0.388,5,0.315,465.959754,2.99433548,NA,155.613744,264.04944,,,,,,,,,,,2136.44929,1923.391974,2145.966882,2471.271235,3786
1393,24,18,A,54,87174.77872,64781.01283,58216.1371,56768.74236,10038.70163,9550.339351,9448.04039,9726.075196,-0.066013342,9690.789141,65229,2.18,0.167,0.229,5,0.192,253.65733,1.13615779,NA,223.258892,106.581715,,,,,,,,,,,3544.299841,3034.802967,2238.161635,2255.78084,1486
1393,24,18,B,54,59908.85717,45115.98995,42096.8349,39580.02956,10247.13418,9774.230089,9731.03174,9943.251349,-0.065456021,9923.91184,54122,1.93,0.178,0.34,5,0.221,212.60694,1.11805949,NA,190.157091,102.524639,,,,,,,,,,,3434.301234,3022.436095,2172.154796,2191.855516,1112
1393,24,18,C,54,75518.49062,59617.70559,59204.9999,59415.69351,10005.68186,9511.918087,9307.74513,9880.269166,-0.001697106,9676.40356,72642,2.33,0.16,0.34,5,0.19,181.773254,1.09290635,NA,166.320979,97.7824417,,,,,,,,,,,4086.288658,3825.679761,2906.084163,2769.670668,2332
1393,24,18,D,54,50961.52734,40862.29005,36664.3195,34200.97159,10200.92277,9705.686944,9514.85513,10138.93587,-0.088976791,9890.100179,40206,1.86,0.231,0.297,5,0.207,189.614022,1.40743583,NA,134.723032,119.553692,,,,,,,,,,,3764.542662,3385.23051,2455.200996,2288.909415,1289
1393,24,18,E,54,53920.28644,42723.0002,40753.988,33340.44214,10393.43913,9775.334283,9602.09166,9829.766617,-0.123983141,9900.157923,41464,1.79,0.216,0.318,5,0.191,155.889297,1.175401,NA,132.62648,99.3837294,,,,,,,,,,,3290.61158,2646.671091,1833.160508,1696.896072,978
1393,24,18,F,54,57569.5706,41543.46801,38306.6117,32102.30953,9852.962018,9575.763874,9459.91558,10052.78114,-0.128906163,9735.355653,35648,1.73,0.242,0.322,5,0.209,169.360584,1.14976717,NA,147.299895,100.057458,,,,,,,,,,,3588.115211,3128.925838,2324.0614,2211.891991,1570
2951,24,18,A,54,145419.8868,105604.7398,82637.2634,197258.6303,7285.382257,6982.427409,7662.444,8224.781085,0.870055002,7538.758688,82637,2.99,0.181,0.447,3,0.409,142.355312,2.53520872,NA,56.1513184,134.496173,,,,,,,,,,,1984.383864,2116.86566,2042.161041,1977.53149,4693
2951,24,18,B,54,132174.1408,88767.45544,69410.5878,161595.1755,7406.423262,6866.402614,7184.45041,7680.434206,0.845054873,7284.427623,69411,2.63,0.19,0.493,3,0.42,173.978665,2.18829418,NA,79.5042399,147.961017,,,,,,,,,,,1945.138799,1963.227446,1890.628477,1806.510682,3311
2951,24,18,C,54,49362.21327,38852.98249,34868.0903,70370.43491,7217.874923,6694.979943,6923.37439,7481.211225,0.702201123,7079.36012,34868,2.19,0.314,0.451,3,0.426,185.009594,1.93846958,NA,95.4410612,144.480786,,,,,,,,,,,1912.769948,1893.870176,1809.505737,1715.758561,1876
2951,24,18,D,54,132409.9578,101207.7815,108944.625,185439.955,7165.175184,6879.68616,6988.45667,7507.809479,0.531891411,7135.281873,108945,3.44,0.158,0.481,3,0.422,142.482728,2.40569819,NA,59.2271833,133.071016,,,,,,,,,,,2018.146232,2161.860289,2091.902109,1943.003328,5083
2951,24,18,E,54,112692.7229,78313.0771,57934.944,154579.896,7216.620435,6899.517202,6937.37398,7525.174608,0.981390363,7144.671556,57935,2.97,0.256,0.472,3,0.394,137.670002,2.22772734,NA,61.7984075,127.256301,,,,,,,,,,,1806.478991,1895.756487,1731.596314,1742.518195,3307
2951,24,18,F,54,48640.26207,41169.18009,34461.6331,76053.14735,7158.030389,7180.751173,7370.13106,7779.744617,0.791585782,7372.16431,34462,2.23,0.324,0.467,3,0.389,145.536156,2.14999007,NA,67.6915481,131.122093,,,,,,,,,,,1746.543881,1809.734374,1590.300389,1448.463626,1852
1393,30,18,A,54,20604.11282,15656.06976,13960.4454,13061.06898,8557.084374,8093.054162,8227.74993,8642.643274,-0.06659203,8380.132935,12545,1.44,0.576,0.264,5,0.098,202.317472,1.10707214,NA,182.750034,100.838136,,,,,,,,,,,4677.950503,4593.496807,3865.562983,3604.02797,1202
1393,30,18,B,54,34138.69969,31875.94742,29995.5118,31934.20322,9205.678652,8821.652164,9009.76798,9284.697923,0.062629873,9080.44918,33817,1.75,0.259,0.301,5,0.194,198.636021,0.90252734,NA,220.088646,84.5153112,,,,,,,,,,,5526.289063,5179.444229,5075.266938,4333.965777,1243
1393,30,18,C,54,20709.63518,17476.54078,17932.8394,16420.94532,8651.495752,8483.859685,8501.07033,8832.060231,0.026,8617.1215,19301,1.4,0.364,0.304,5,0.241,243.902687,1.16993049,NA,208.47622,108.775744,,,,,,,,,,,4766.732295,4480.18699,4133.013195,3818.701019,882
1393,30,18,D,54,33582.42243,29854.1554,30552.4971,32686.20521,8791.084711,8445.105484,8460.78733,8708.857266,0.045314545,8601.458698,40160,1.91,0.238,0.294,5,0.206,222.87268,1.1278175,NA,197.614136,104.048427,,,,,,,,,,,5346.614892,4975.799174,4800.872409,4402.558618,1751
1393,30,18,E,54,30629.65872,25807.5646,25467.3453,24674.93978,8740.517434,8405.286927,8465.43547,8717.328017,-0.013,8582.141962,31751,1.66,0.261,0.308,5,0.245,257.669827,0.99661266,NA,258.545608,94.9719643,,,,,,,,,,,5462.834764,4902.834186,4556.34943,4111.003402,1617
1393,30,18,F,54,35481.18055,30511.23182,32366.4905,34403.319,9062.806562,8420.33031,8471.67299,8402.150425,0.060029085,8589.240072,42355,2.13,0.251,0.295,5,0.307,261.676498,1.24513243,NA,210.159571,115.895713,,,,,,,,,,,5980.463107,5821.079036,5677.294883,5444.74297,2753
2951,30,18,A,54,71996.54741,66738.38166,52591.4073,52681.51627,7111.420664,6689.99836,7665.51919,8223.169742,0.001711912,7422.526989,66717,1.54,0.115,0.43,5,0.313,187.301898,1.88280691,NA,99.4801416,143.057466,,,,,,,,,,,1426.541363,1448.016286,1415.936775,1389.288583,1456
2951,30,18,B,54,86090.91237,67410.46938,49539.5989,47333.71634,7124.061388,6581.900647,7134.41262,7171.038749,-0.045549467,7002.853351,60820,1.56,0.129,0.397,5,0.377,243.930245,1.78681924,NA,136.516465,152.358829,,,,,,,,,,,1832.574184,1747.642548,1662.259261,1539.799164,1529
2951,30,18,C,54,89928.57159,78267.15375,78542.0702,80339.50453,6864.768732,6537.470739,6926.54504,6942.527302,0.01306672,6817.827953,128938,2.13,0.082,0.419,5,0.4,208.641617,1.92508333,NA,108.380564,151.715894,,,,,,,,,,,2074.29771,2082.975231,1827.84993,1627.529379,2663
2951,30,18,D,54,55726.32019,52535.54251,44129.6824,46382.39699,6975.051028,6683.387323,7253.01532,7318.821938,0.049787386,7057.568902,57840,1.56,0.135,0.405,5,0.355,204.752814,1.69936192,NA,120.488056,139.324736,,,,,,,,,,,1424.846806,1531.56392,1501.243737,1446.128851,1670
2951,30,18,E,54,78483.92828,70935.25663,68757.6399,67000.52261,6958.354124,6876.229995,7015.78282,6947.353082,-0.028533582,6949.430005,113042,1.85,0.082,0.408,5,0.364,162.991641,1.9561877,NA,83.3210639,135.887516,,,,,,,,,,,1669.057191,1738.300517,1525.284756,1348.808873,2108
2951,30,18,F,54,38598.37186,29078.27674,24967.3068,27037.97364,7052.267678,6955.105387,7949.71972,8804.578953,0.079675068,7690.417934,60803,1.44,0.119,0.411,5,0.327,173.351984,1.58105991,NA,109.642894,125.180172,,,,,,,,,,,1740.813439,1769.551462,1457.845094,1223.789915,1056
1391,18,24,A,54,84760.0666,79651.75306,170318.6934,481966.6154,4045.90692,7429.315326,7958.73426,6964.713655,0.900105402,6599.66754,170319,6.99,0.205,0.405,3,0.492,188.342052,1.57451777,NA,119.61888,128.765397,,,,,,,,,,,2972.245405,4063.839993,4491.126986,4656.519999,15916
1391,18,24,B,54,71576.9433,120561.5188,240817.1132,603112.5014,6818.77179,7263.982738,7331.731343,6767.060771,0.804971798,7045.386661,240817,8.86,0.184,0.374,3,0.491,187.141562,1.58971866,NA,117.719925,129.276363,,,,,,,,,,,3366.573199,4112.726586,4431.582874,4543.483822,20701
1391,18,24,C,54,82719.725,132008.6675,273330.6604,712555.1803,6251.75,6972.671758,7616.268542,7093.713317,0.842994886,6983.600904,273331,10.49,0.192,0.398,3,0.502,154.760846,1.45921082,NA,106.057907,113.988046,,,,,,,,,,,3411.314114,4108.739242,4508.253012,4631.797334,27370
1391,18,24,D,54,49477.4761,95063.35935,209556.8986,651334.3958,6911.88856,7146.496304,7671.307993,6680.206712,0.962239783,7102.474893,209557,9.46,0.226,0.399,3,0.498,145.628631,1.33889741,NA,108.767579,105.669514,,,,,,,,,,,3346.786906,4170.577835,4604.504617,4577.407733,22314
1391,18,24,E,54,64009.4337,110690.1069,229817.6661,568045.3351,7707.64756,7243.058811,7143.89847,6654.490411,0.817733382,7187.273813,229818,8.82,0.192,0.393,3,0.506,135.171038,1.26945917,NA,106.479232,99.3279506,,,,,,,,,,,3498.238519,4139.416793,4376.15837,4509.7319,21028
1391,18,24,F,54,93599.7209,158520.1927,309039.0296,730001.9964,7962.59822,7238.24121,7316.729402,6882.44671,0.763582643,7350.003885,309039,10.93,0.177,0.434,3,0.499,163.28002,1.191968,NA,136.98356,101.735582,,,,,,,,,,,3420.982301,4162.925933,4540.533991,4823.898434,30534
1393,18,24,A,54,121320.378,164397.3264,214468.8259,406816.8792,7908.63343,7496.263373,7271.594025,7743.684289,0.453038468,7605.043779,214469,6.47,0.151,0.361,3,0.459,99.1732934,1.37114475,NA,72.3288284,87.4238839,,,,,,,,,,,5787.3112,5465.1444,4445.550745,5363.309173,18736
1393,18,24,B,54,143930.448,201522.3639,255753.4159,455648.373,7420.7529,7026.272297,6690.415798,7162.546627,0.407910519,7074.996905,255753,7.38,0.144,0.374,3,0.46,103.185744,1.46653025,NA,70.3604607,91.8208644,,,,,,,,,,,5559.202816,5312.200593,4289.881494,4726.120751,23707
1393,18,24,C,54,149586.973,221574.4036,282180.764,495808.2719,7454.23076,6933.319515,6633.798216,7179.709773,0.402715431,7050.264566,282181,7.93,0.14,0.366,3,0.46,114.996474,1.43281076,NA,80.2593596,97.4189229,,,,,,,,,,,5427.117428,5088.369049,4115.904708,4820.024546,26245
1393,18,24,D,54,49346.4851,91872.39952,134838.5153,278569.5591,7710.23528,7336.634464,7505.622174,7668.532859,0.55463357,7555.256194,134839,4.71,0.174,0.384,3,0.432,130.004382,1.29067277,NA,100.726059,98.6148517,,,,,,,,,,,5884.451529,5762.095686,4592.081808,6037.204628,13043
1393,18,24,E,54,96083.3009,160619.3328,215156.7121,397150.0287,7509.03252,7199.522022,7032.426104,7517.053009,0.452638471,7314.508414,215157,6.7,0.156,0.379,3,0.457,129.322223,0.92653731,NA,139.57584,79.4955992,,,,,,,,,,,5711.575975,5524.935061,4474.854026,5847.977,22419
1393,18,24,F,54,168298.54,246469.3223,331533.2543,566886.994,7238.50815,6969.261747,6820.941732,7326.756744,0.416461223,7088.867093,331533,10.09,0.152,0.353,3,0.449,125.276247,0.87954384,NA,142.433204,75.8783926,,,,,,,,,,,5513.159679,5608.69135,4579.009727,6011.208762,33005
2951,18,24,A,54,20814.2747,36521.72801,41110.16682,353153.9362,7013.50873,6200.882304,6232.211565,6731.410675,1.134498335,6544.503318,353154,8.65,0.122,0.447,4,0.511,126.273854,1.57986787,NA,79.9268447,107.156516,,,,,,,,,,,4015.401016,3763.070647,3271.342247,3173.296029,19852
2951,18,24,B,54,13578.3559,39413.61732,45331.95188,244414.3228,6641.12915,6058.815719,6272.289905,6609.484927,0.912376728,6395.429925,244414,6.07,0.124,0.446,4,0.51,123.529879,0.93355723,NA,132.321699,78.8809051,,,,,,,,,,,4189.987419,3857.052865,3161.743037,3060.296455,12959
2951,18,24,C,54,83773.1755,137451.7767,305987.9862,799809.8399,6923.51814,6207.977249,6597.548262,7190.966807,0.880550429,6730.002615,305988,12.1,0.198,0.476,3,0.527,115.433194,1.15280052,NA,100.132844,87.8488652,,,,,,,,,,,4405.204803,3530.178122,3657.690057,3050.78157,27644
2951,18,24,D,54,11011.6088,21154.04611,36138.24075,166962.6355,6769.04389,6136.22885,6282.13976,6510.734806,1.032969428,6424.536826,166963,5.37,0.161,0.448,4,0.5,125.982186,1.33630655,NA,94.2764117,99.0139003,,,,,,,,,,,3672.278884,3594.416091,3437.869739,3215.029247,9969
2951,18,24,E,54,18191.5355,34006.57532,48026.14276,173280.9724,7059.17544,6155.240452,6188.518075,6445.192199,0.814180249,6462.031542,173281,5.35,0.154,0.462,4,0.513,113.794062,0.87768738,NA,129.652156,73.7023169,,,,,,,,,,,4116.86151,3977.684584,3496.691264,3229.49745,9990
2951,18,24,F,54,17303.984,37722.17879,60446.01624,235034.01,7046.12069,6383.533047,6274.637383,6607.148071,0.914741005,6577.859798,235034,5.99,0.127,0.47,4,0.525,113.188304,0.92672081,NA,122.138515,76.332482,,,,,,,,,,,4037.789227,4220.643669,3635.384902,3671.249889,12077
1391,24,24,A,54,20332.2993,25497.01251,46399.60221,110878.4319,7910.59086,7668.381949,7369.012226,6282.689942,0.734936552,7307.668744,110878,4.45,0.201,0.439,4,0.487,278.416536,2.53955696,NA,109.631932,201.061074,,,,,,,,,,,3200.696216,3868.205989,4276.092942,2814.517631,8967
1391,24,24,B,54,17358.1705,25334.18937,39352.59294,88977.36903,8378.53308,7370.284999,7197.234513,5930.9853,0.628113607,7219.259473,88977,4,0.225,0.408,4,0.477,260.106495,2.24573598,NA,115.822384,181.554506,,,,,,,,,,,3188.349138,3596.961966,4224.45199,2793.241195,7785
1391,24,24,C,54,21863.5036,28544.27103,47759.89598,116602.2953,8389.70204,8164.390769,8164.733265,6074.84641,0.703656354,7698.418121,116602,4.49,0.193,0.42,4,0.451,257.993131,2.33041007,NA,110.707182,185.211472,,,,,,,,,,,3155.978822,3648.158742,4418.292561,2894.543049,9102
1391,24,24,D,54,36353.0833,47164.50008,79286.59832,259953.9099,8768.33415,8657.030026,7820.2005,6388.580605,0.853431427,7908.53632,259954,5.83,0.112,0.445,4,0.46,208.380751,1.96463665,NA,106.065796,153.474735,,,,,,,,,,,3469.634937,4103.24378,4356.727748,3238.634672,12836
1391,24,24,E,54,30260.2066,45870.41452,83750.74044,174765.909,8171.61049,7800.890449,8032.625649,6234.683833,0.668813535,7559.952605,174766,6.68,0.191,0.328,4,0.367,168.651183,1.8428582,NA,91.5160929,134.560528,,,,,,,,,,,3587.347997,4129.865455,4805.169237,3068.602819,16919
1391,24,24,F,54,30015.1995,41017.49491,68053.30437,152304.4522,7627.97635,7443.580608,7296.674403,6221.175368,0.655941406,7147.351682,152304,7.14,0.234,0.434,4,0.469,232.751398,2.0737099,NA,112.239132,165.687583,,,,,,,,,,,3333.528121,3819.060457,4337.074252,2956.576674,15898
1393,24,24,A,54,54573.9893,71584.77393,103163.0889,134349.6416,8407.02126,8171.638148,7697.812538,7822.594077,0.314781635,8024.766506,134350,5.12,0.191,0.398,4,0.414,228.077039,1.41652182,NA,161.012019,125.869726,,,,,,,,,,,4761.393459,4928.353692,5223.756374,4523.085116,12890
1393,24,24,B,54,43915.0239,57714.72332,73183.67829,105730.8696,8516.7712,8097.096758,7772.233914,7906.124287,0.302692294,8073.05654,105731,4.24,0.2,0.405,4,0.418,224.140153,1.44000594,NA,155.652242,126.99125,,,,,,,,,,,4303.954541,4576.348609,4935.127369,4353.535112,8697
1393,24,24,C,54,50303.4702,70213.78552,93026.64615,160859.2299,8420.02397,8182.089424,7881.640801,7861.125779,0.414492484,8086.219994,160859,5.21,0.162,0.442,4,0.438,208.480391,1.22914621,NA,169.613988,110.408956,,,,,,,,,,,4500.723491,4885.259318,5358.608717,4660.093939,12251
1393,24,24,D,54,39350.1149,45388.27506,47601.11078,94517.86753,8726.66696,8521.49807,8206.000601,7958.328108,0.685932795,8353.123435,94518,3.57,0.189,0.435,4,0.416,210.514532,1.41700007,NA,148.56353,123.577017,,,,,,,,,,,4423.953867,4585.114405,4906.681391,4509.13979,6727
1393,24,24,E,54,47582.9477,67549.87876,86197.93847,128340.9034,8199.40392,7815.898401,7697.360244,7850.262757,0.322042672,7890.731331,128341,4.76,0.185,0.434,4,0.429,214.355567,1.16675299,NA,183.71975,106.372128,,,,,,,,,,,4790.252001,5009.635083,5371.06598,4843.15549,9492
1393,24,24,F,54,47475.2896,56402.85216,77472.66184,129096.8867,8466.19646,7973.537611,7843.689415,7840.951077,0.414021727,8031.093641,129097,4.71,0.182,0.425,4,0.419,196.393324,1.13927913,NA,172.383851,102.662381,,,,,,,,,,,4661.938495,4926.308966,5389.104253,4542.012993,10472
2951,24,24,A,54,31071.391,72946.90359,38443.78862,95159.00232,6741.26323,6391.433263,6104.540147,6282.69,0.853444336,6379.98166,95159,4.6,0.242,0.473,4,0.503,99.2717265,1.0771345,NA,92.162795,78.9269168,,,,,,,,,,,3665.37806,4157.477156,3168.104235,,8023
2951,24,24,B,54,28796.931,51203.27533,40144.82824,44327.88084,6592.20227,6402.852365,6124.911527,5930.985,0.575534682,6262.737791,44328,3.9,0.44,0.491,4,0.502,106.365495,0.93733617,NA,113.476358,75.2047013,,,,,,,,,,,3422.928406,3983.264794,3178.288644,,6713
2951,24,24,C,54,16966.0302,30338.36463,23541.33055,46318.70614,6864.46409,6136.173097,6019.178697,6074.846,0.58119995,6273.665471,46319,4.05,0.437,0.463,4,0.505,111.818186,0.93494805,NA,119.598288,76.4562522,,,,,,,,,,,2976.281279,3742.706583,3192.22274,,6519
2951,24,24,D,54,29871.1333,68184.1788,67233.23473,123368.8139,6678.5204,6453.298047,6090.120003,6388.581,0.825319983,6402.629862,319178,8.41,0.132,0.469,5,0.545,136.609128,2.29335501,NA,59.5673705,127.415598,,,,,,,,,,,3632.468138,4292.325428,3612.23096,,18633
2951,24,24,E,54,32541.4114,61590.02821,40505.15602,94916.15456,6779.60205,6271.540741,6096.260237,6234.684,0.637986503,6345.521757,244117,6.42,0.131,0.479,5,0.524,121.588349,1.82807183,NA,66.5118004,110.131978,,,,,,,,,,,3623.714993,4174.297898,3489.928734,,13214
2951,24,24,F,54,23080.3699,42293.10876,26233.58101,72471.03136,6968.73882,6068.620702,5769.434358,6221.175,0.605641691,6256.99222,210775,4.95,0.117,0.494,5,0.52,112.980908,1.63950569,NA,68.9115677,101.221528,,,,,,,,,,,3224.318402,4041.306501,3344.432819,,10951
1393,30,24,A,54,27852.8684,42189.49223,53298.74759,117141.2935,7605.9732,7052.400902,7082.683865,7361.496,0.510604826,7275.638492,117141,4.46,0.191,0.429,4,0.444,265.577819,1.9019059,NA,139.637728,163.200733,,,,,,,,,,,4886.639073,5650.832178,6023.316737,5471.166216,10018
1393,30,24,B,54,41825.2825,60538.92908,104205.7446,164344.6523,7413.13881,7034.116797,6972.501999,7264.313,0.499339574,7171.017652,164345,5.95,0.181,0.423,4,0.462,266.733824,1.61735968,NA,164.919299,144.451766,,,,,,,,,,,4960.024026,5412.691684,5658.8908,5169.803059,14379
1393,30,24,C,54,51285.5655,98046.57535,127883.923,217506.009,7649.68932,7211.877452,7241.788461,7168.779,0.460013179,7318.033558,217506,6.78,0.156,0.41,4,0.465,254.985829,1.4595743,NA,174.698766,131.860782,,,,,,,,,,,5186.670478,5615.233403,5852.272207,5036.893361,23063
1393,30,24,D,54,43567.3778,77464.53958,94442.2056,158191.7209,7594.5593,7136.418209,7058.865291,7186.253,0.406666499,7244.02395,158192,4.96,0.157,0.393,4,0.444,229.557309,1.23027245,NA,186.590628,112.460797,,,,,,,,,,,5016.349032,5394.102726,5685.963381,5210.663672,12249
1393,30,24,E,54,42477.3156,62788.60578,92961.57779,215919.4189,7381.1137,7236.746799,7294.738455,7406.221,0.617565829,7329.704988,215919,6.19,0.143,0.397,4,0.415,252.040734,1.41577488,NA,178.023171,128.353235,,,,,,,,,,,5413.695561,6386.591293,6752.987701,6169.082658,16143
1393,30,24,F,54,51866.6221,88216.15273,127089.5981,202735.1777,7615.39428,7238.072749,7116.585565,7287.472,0.445477761,7314.381149,202735,7.06,0.174,0.374,4,0.429,247.826709,1.41738889,NA,174.847362,128.070245,,,,,,,,,,,5145.359214,6058.969779,6471.522176,5776.655475,17531
2951,30,24,A,54,54825.8941,100394.5459,149507.947,607683.0419,7284.85623,6339.732626,6431.758937,7407.075,0.900272776,6865.855698,149508,5.37,0.18,0.492,3,0.532,123.542893,1.52489714,NA,81.0171976,104.248428,,,,,,,,,,,3516.233803,4138.469931,3642.663402,4389.848568,13825
2951,30,24,B,54,59464.2554,97951.75433,84624.85784,271590.1002,7180.65661,6351.815481,6294.169197,7055.626,0.509909445,6720.566822,84625,4.6,0.272,0.476,3,0.52,116.150984,1.54955876,NA,74.9574571,101.079863,,,,,,,,,,,3679.249588,4215.648847,3685.11057,4289.290097,10261
2951,30,24,C,54,48458.054,80241.4055,96519.88865,399089.7675,7071.74669,6317.235364,6172.563818,7455.398,0.802073357,6754.235968,96520,4.28,0.222,0.465,3,0.507,117.829206,1.36468174,NA,86.3418939,96.6727284,,,,,,,,,,,3625.860717,3847.805195,3969.191013,4507.0042,9537
2951,30,24,D,54,47099.3387,65153.72279,68987.99774,272768.2069,7309.27003,6270.141141,6204.294239,7439.074,0.715936466,6805.694853,68988,3.9,0.283,0.482,3,0.514,107.390014,1.39937524,NA,76.7413994,92.62532,,,,,,,,,,,3473.478952,3734.90115,3983.19803,4369.261203,7556
2951,30,24,E,54,52920.9907,84223.93603,101765.9483,346738.3094,7032.54368,6364.267537,6265.0009,7323.055,0.707545594,6746.216779,101766,5.49,0.27,0.472,3,0.515,105.808824,1.14020803,NA,92.7978238,83.8335658,,,,,,,,,,,3571.119449,3913.403068,3921.845695,4173.258015,11212
2951,30,24,F,54,45201.8809,60984.37923,77423.71554,304267.7759,6869.28466,6147.360855,6213.07925,7241.755,0.803645201,6617.869941,77424,4.93,0.319,0.47,3,0.518,102.879644,1.15798934,NA,88.8433431,83.2810688,,,,,,,,,,,3820.736539,3880.40629,4064.286262,4059.593037,9877
