Strain,Ev,Acc,Rep,Week,D1Pop,D2Pop,D3Pop,D4Pop,D1FSC,D2FSC,D3FSC,D4FSC,Growth.Rate,Mean.FSC,PE.Count,Chl.a.read,Chl.a.per.cell,FvFm.0,FvFm.PE,P,alpha,beta,E_k,P_I,O2.Count,O2.rate.light,O2.rate.dark,pgO2.cell.hr.light,pgO2.cell.hr.dark,g.sp.acc.bestfit,G_Old,G_O,pgC.cell,pgN.cell,Day1-redF,Day2-redF,Day3-redF,Day4-redF,Fm
2951,18,18,A,35,4907,13126,22976,50148,10115,10319,11310,11787,0.753280788,10882.75,,,0.568,0.46,0.581,93.264582,0.81512368,NA,114.417707,38.3458037,,,,,,,,,,,4179.799573,4300.506068,4674.050847,5282.676403,7348
2951,18,18,B,35,6896,14307,33114,74493,9636,10349,10951,11509,0.797833293,10611.25,,,0.365,0.479,0.592,95.3045472,0.78965206,NA,120.691824,37.3688428,,,,,,,,,,,4078.304555,4309.930399,4654.341804,5164.521368,13351
2951,18,18,C,35,5322,13740,32576,71108,9725,10027,10781,10531,0.864038307,10266,,,0.524,0.505,0.593,87.1075916,0.83880501,NA,103.847247,38.9741351,,,,,,,,,,,3869.386492,4206.369066,4461.225187,4630.897588,11631
2951,18,18,D,35,5699,16552,29366,60800,9584,10161,10977,10919,0.767500369,10410.25,,,0.525,0.483,0.59,87.203619,0.8313791,NA,104.890318,38.6824405,,,,,,,,,,,3832.906801,4263.434388,4482.400619,4729.8373,13624
2951,18,18,E,35,4398,12758,21897,41709,9160,10092,10855,10993,0.728920415,10275,,,0.435,0.394,0.574,96.8148881,0.90750534,NA,106.682444,42.3209543,,,,,,,,,,,3730.580371,4300.442175,4596.499135,4996.85848,9031
2951,18,18,F,35,12438,33575,57767,113879,9594,10030,10829,11452,0.718580745,10476.25,,,0.271,0.478,0.538,94.8223871,0.87005832,NA,108.983944,40.6875226,,,,,,,,,,,3970.077079,4373.304525,4767.385271,5232.952006,24551
1391,24,18,A,35,29392,39587,57891,79580,7481,9436,11271,12280,0.34912535,10117,,,,0.52,0.52,248.194902,2.06121853,NA,120.411736,97.5193626,,,,,,,,,,,3669.096833,4006.024076,3790.072834,3866.680109,7454
1391,24,18,B,35,19312,20719,23680,28003,8036,8902,11998,13607,0.150644542,10635.75,,,,0.496,0.487,192.749212,1.59293395,NA,121.002639,75.4031731,,,,,,,,,,,3748.766236,4141.016082,4382.99952,4988.952008,3286
1391,24,18,C,35,36337,47861,75969,135570,7523,10101,11123,11496,0.520587364,10060.75,,,,0.531,0.455,302.314747,1.9515029,NA,154.913809,94.3223532,,,,,,,,,,,3546.358203,4215.497047,4115.427206,4089.430756,11836
1391,24,18,D,35,31053,32917,47268,87025,7787,9702,10528,11613,0.486097505,9907.5,,,,0.515,0.506,251.045614,1.6985057,NA,147.80381,81.8274626,,,,,,,,,,,3734.568534,4410.860784,4319.910811,4425.861065,7886
1391,24,18,E,35,27502,30962,41020,72651,7705,10511,12073,12130,0.426454683,10604.75,,,,0.52,0.525,232.542291,1.56151971,NA,148.920496,75.2687225,,,,,,,,,,,3340.822336,4082.438636,4260.946196,4162.081622,5739
1391,24,18,F,35,17085,16520,20244,24531,8283,9329,11724,14005,0.197693629,10835.25,,,,0.492,0.486,194.928655,1.66555788,NA,117.035053,78.5557499,,,,,,,,,,,3804.761951,4223.415868,4401.613957,5388.828818,3017
1393,24,18,A,35,23784,26388,30043,37328,8206,8706,9220,9369,0.173428354,8875.25,,,,0.475,0.509,248.671294,1.23624712,NA,201.150151,60.5699791,,,,,,,,,,,7561.786079,6981.057792,6445.212079,6262.921689,7493
1393,24,18,B,35,21331,24546,27626,35478,8079,8545,9062,9274,0.184175662,8740,,,,0.483,0.529,222.10639,1.00630868,NA,220.713977,49.472026,,,,,,,,,,,7770.131995,7110.747578,6476.468362,6308.303108,7024
1393,24,18,C,35,19585,21496,23775,32232,8098,8592,9021,9292,0.202531388,8750.75,,,,0.474,0.53,235.53741,1.05490006,NA,223.27936,51.8806725,,,,,,,,,,,7327.380339,6808.569892,6405.851755,6331.497605,6619
1393,24,18,D,35,32755,28467,35469,47774,8264,8673,9048,9195,0.258862005,8795,,,,0.433,0.525,200.97006,0.95366476,NA,210.734494,46.8081637,,,,,,,,,,,7465.447911,7014.671404,6451.159256,6233.582956,8314
1393,24,18,E,35,24870,26497,27871,33297,8314,8756,9007,9255,0.114220523,8833,,,,0.482,0.307,317.966292,1.56712545,NA,202.897791,76.80775,,,,,,,,,,,7352.398681,6873.17274,6381.94904,6276.66397,2956
1393,24,18,F,35,20144,23024,28076,35891,8280,8607,9174,9319,0.221970223,8845,,,,0.483,0.522,218.005397,0.99427073,NA,219.261607,48.8693671,,,,,,,,,,,7148.361805,6701.418138,6229.775415,6179.544074,7308
2951,24,18,A,35,11636,22971,28680,94482,10023,10181,9970,9228,0.707090406,9850.5,,,,0.524,0.558,112.548731,1.10213532,NA,102.118796,51.0880535,,,,,,,,,,,4739.350776,4750.228524,4464.984756,4171.715534,8166
2951,24,18,B,35,12873,20451,51801,130316,9863,9774,9167,8708,0.787381045,9378,,,,0.423,0.571,120.465469,1.1566124,NA,104.153707,53.7627077,,,,,,,,,,,4627.328479,4580.351393,4164.901937,4119.384526,11250
2951,24,18,C,35,14363,28737,51594,84222,9511,9325,8628,8121,0.639368469,8896.25,,,,0.527,0.564,119.422029,1.31148619,NA,91.058549,59.6923039,,,,,,,,,,,4507.337462,4337.26954,3982.190487,3873.033002,7302
2951,24,18,D,35,12806,13024,43282,116222,9884,9919,9482,8932,0.781765271,9554.25,,,,0.54,0.586,148.07859,0.89824386,NA,164.853441,43.5838802,,,,,,,,,,,4566.281883,4530.234515,4210.696612,4241.698908,11163
2951,24,18,E,35,16241,26972,53574,120844,9394,9348,8825,8142,0.749854714,8927.25,,,,0.534,0.266,287.34899,2.69620091,NA,106.575511,125.718926,,,,,,,,,,,4264.580383,4132.636474,3965.818387,4023.290601,4332
2951,24,18,F,35,12958,18544,30708,125132,9417,9549,9297,8802,0.954600358,9266.25,,,,0.55,0.545,98.3717927,1.57440084,NA,62.4820505,65.3351246,,,,,,,,,,,4613.852775,4585.751509,4075.962293,4031.005582,10633
1393,30,18,A,35,81726,109190,106155,161411,8017,8779,9583,9502,0.201354602,8970.25,,,,0.389,0.317,135.414232,1.00671219,NA,134.511366,48.1386211,,,,,,,,,,,9134.91164,8307.729325,7832.73441,7161.579843,10761
1393,30,18,B,35,72272,101700,112199,169391,8001,8616,9372,9413,0.265355824,8850.5,,,,0.435,0.414,116.448734,0.74507344,NA,156.291618,36.0327167,,,,,,,,,,,9537.417361,8560.124503,7851.865859,7060.632653,11056
1393,30,18,C,35,105272,153148,147842,247696,7861,8519,9190,9210,0.253171335,8695,,,,0.454,0.463,96.6240464,0.63577602,NA,151.978124,30.6894588,,,,,,,,,,,9073.097061,8149.811997,7704.8527,6949.537965,16954
1393,30,18,D,35,166910,246401,295888,447561,7928,8780,9125,9224,0.314210495,8764.25,,,,0.408,0.44,106.872492,0.67010882,NA,159.485279,32.4492235,,,,,,,,,,,9707.303235,8671.293471,7565.104281,6917.279245,30157
1393,30,18,E,35,65158,95417,100324,157949,8214,8843,9452,9568,0.270654027,9019.25,,,,0.453,0.445,128.979009,0.72876862,NA,176.982111,35.4989753,,,,,,,,,,,8896.922038,8031.344398,7566.606736,6919.586704,10796
1393,30,18,F,35,98894,141086,141235,216878,7768,8404,9073,9189,0.235691516,8608.5,,,,0.431,0.424,116.906284,0.5404006,NA,216.332632,26.5489652,,,,,,,,,,,9708.248157,8646.245337,8345.856278,7410.575056,13945
2951,30,18,A,35,5361,10229,14373,22305,10220,10310,11215,10615,0.493124299,10590,,,,0.229,0.558,82.5183906,0.70846149,NA,116.475477,33.3964439,,,,,,,,,,,4006.796012,4275.439099,4658.452503,4501.172882,12646
2951,30,18,B,35,8947,14571,21687,37786,9732,10175,10896,9991,0.476463895,10198.5,,,,0.344,0.547,76.2526259,0.68720377,NA,110.960722,32.2091258,,,,,,,,,,,4603.498911,4727.27501,4843.988004,4399.351775,28459
2951,30,18,C,35,8927,14165,22589,40253,9811,10213,10628,10130,0.522213411,10195.5,,,,0.311,0.562,67.3214875,0.53350686,NA,126.186732,25.361728,,,,,,,,,,,4445.142656,4585.033317,4675.468483,4541.738509,18099
2951,30,18,D,35,57764,107348,169102,315153,9510,9153,8114,8459,0.554447464,8809,,,,0.465,0.576,103.521002,1.25363919,NA,82.5763925,55.9998546,,,,,,,,,,,4223.863128,3912.199744,3763.644185,3538.441531,14536
2951,30,18,E,35,8363,14495,28765,50254,9698,10271,10823,9786,0.621644658,10144.5,,,,0.327,0.553,75.521679,0.66545113,NA,113.489444,31.2747717,,,,,,,,,,,4520.317925,4518.574664,4763.362223,4270.743039,31147
2951,30,18,F,35,11579,15930,32415,55508,9426,10176,11092,10509,0.624161498,10300.75,,,,0.379,0.57,58.4726453,0.43894982,NA,133.210318,20.9717516,,,,,,,,,,,4616.006262,4898.020985,5049.10638,4740.520337,28862
1391,18,24,A,35,35646,69131,152538,286346,8805,8873,8665,9488,0.726887216,8957.75,,,,0.567,0.567,178.825836,1.75737416,NA,101.757406,81.4192111,,,,,,,,,,,5233.243705,5350.499289,5090.3809,5318.762715,24470
1391,18,24,B,35,46753,106341,222984,410811,8569,7849,7603,8710,0.781114067,8182.75,,,,0.561,0.561,174.748599,1.57378715,NA,111.036997,73.7693999,,,,,,,,,,,5313.421094,5191.717014,4910.817034,5239.111636,34834
1391,18,24,C,35,57754,127987,281461,509451,9565,8357,7912,8859,0.791898176,8673.25,,,,0.557,0.557,178.291929,1.60404087,NA,111.151737,75.197081,,,,,,,,,,,5886.509174,5655.483313,5445.873046,5749.852503,45350
1391,18,24,D,35,64455,140650,301402,521226,8796,8197,7687,8825,0.77123504,8376.25,,,,0.561,0.57,165.488868,1.36954118,NA,120.835262,64.8191789,,,,,,,,,,,5689.28418,5483.692081,5190.619556,5510.894246,49100
1391,18,24,E,35,53045,115372,247562,452275,9199,8382,7880,9205,0.770255941,8666.5,,,,0.559,0.559,172.838821,1.40475728,NA,123.03821,66.6108391,,,,,,,,,,,5779.514384,5753.18474,5418.089121,5839.371858,42880
1391,18,24,F,35,46619,74161,170421,332866,8246,10970,9962,9869,0.750753648,9761.75,,,,0.562,0.555,169.565504,1.04214335,NA,162.708426,50.526644,,,,,,,,,,,4989.072752,6563.326138,5922.872951,5915.219707,31680
1393,18,24,A,35,19069,26771,52806,89970,7839,8371,9133,9049,0.606081306,8598,,,,0.399,0.471,95.1644266,1.35728164,NA,70.1139868,58.3008084,,,,,,,,,,,7244.567045,7552.137314,7094.322329,6839.593597,12421
1393,18,24,B,35,22235,22111,43061,68801,7678,8070,8928,9128,0.567568883,8451,,,,0.406,0.428,117.407819,0.98322032,NA,119.411506,46.4760794,,,,,,,,,,,7453.100397,7881.243854,7185.674369,7481.592453,10764
1393,18,24,C,35,122313,161582,337894,529264,7770,8948,7062,7062,0.593238246,7710.5,,,,0.503,0.411,167.745978,1.71837197,NA,97.6191306,79.1179653,,,,,,,,,,,4652.911787,5626.671973,4905.443862,5255.05904,76380
1393,18,24,D,35,9720,13929,23188,35210,7546,7861,8414,8834,0.463667238,8163.75,,,,0.419,0.424,137.466311,0.96500539,NA,142.45134,46.361817,,,,,,,,,,,7074.463133,7586.678407,6986.763448,7427.129223,6370
1393,18,24,E,35,9994,14107,18193,30894,7562,7750,8350,8649,0.391941824,8077.75,,,,0.399,0.467,89.1329764,0.86220957,NA,103.377392,40.0361958,,,,,,,,,,,7122.019883,7358.463852,6855.555717,7273.067124,4326
1393,18,24,F,35,8390,12674,18005,30301,7612,8117,9093,9201,0.43582456,8505.75,,,,0.399,0.458,97.8624231,0.83598981,NA,117.061741,39.4303224,,,,,,,,,,,7184.976741,7885.947804,7497.574931,7512.973807,5554
2951,18,24,A,35,1349,22270,52753,87186,7678,9318,7990,7650,1.336817718,8159,,,,0.555,0.596,75.9621131,0.93894191,NA,80.9018238,41.7607058,,,,,,,,,,,4462.03792,4751.488724,4282.614802,4979.250465,9194
2951,18,24,B,35,1377,17231,46134,80725,8091,9021,7724,7264,1.319725893,8025,,,,0.515,0.584,74.251057,0.7619134,NA,97.4534076,35.071031,,,,,,,,,,,4663.313967,4711.46372,4227.195874,4943.531125,11045
2951,18,24,C,35,1557,14202,34953,71248,7705,9075,7965,7484,1.237132241,8057.25,,,,0.518,0.586,61.5805043,1.11698974,NA,55.1307699,44.3168829,,,,,,,,,,,3638.287652,4671.450293,3934.927717,4664.876217,11652
2951,18,24,D,35,1689,14239,40933,67962,7994,9228,8257,7597,1.214062584,8269,,,,0.527,0.582,62.3022848,0.78674873,NA,79.1895592,34.8277855,,,,,,,,,,,3758.938981,4486.376982,3996.851338,4553.939509,11582
2951,18,24,E,35,934,7690,21674,60676,6989,9601,9594,8891,1.355739868,8768.75,,,,0.487,0.581,70.2254418,0.87749917,NA,80.0290691,38.9359702,,,,,,,,,,,2823.381684,4645.715543,4406.679768,4546.239636,5604
2951,18,24,F,35,3388,15361,46450,92086,9510,9784,8819,8389,1.101415117,9125.5,,,,0.514,0.574,91.1416681,0.65693581,NA,138.737555,31.4949034,,,,,,,,,,,4878.480303,4841.020039,4139.868949,4629.83212,9717
1391,24,24,A,35,52291,91256,192548,327982,8000,8668,9133,8951,0.639642053,8688,,,0.266,0.55,0.563,120.435015,1.58432838,NA,76.0164475,69.4748286,,,,,,,,,,,4962.572487,5304.871581,4852.205086,4760.825395,35915
1391,24,24,B,35,27246,31747,58485,95351,8615,12175,12197,11545,0.549879184,11133,,,0.255,0.532,0.522,120.936519,1.29286212,NA,93.5416986,59.1173207,,,,,,,,,,,4836.231726,6779.77777,7456.560897,7535.113945,12656
1391,24,24,C,35,31261,43184,102498,178062,9416,11341,10747,10497,0.708336093,10500.25,,,0.23,0.541,0.544,138.57405,0.99558757,NA,139.188209,47.7431868,,,,,,,,,,,4879.690991,6573.659165,6183.166209,6454.052858,24088
1391,24,24,D,35,39746,56457,111880,217018,8716,9999,9277,9351,0.673250834,9335.75,,,0.224,0.525,0.546,128.790196,1.15836893,NA,111.182364,54.3059211,,,,,,,,,,,4995.112962,6311.868245,5823.03134,6171.334799,26019
1391,24,24,E,35,34374,46598,91601,167604,8583,11136,11062,11682,0.640021408,10615.75,,,0.24,0.54,0.555,117.616442,1.09934149,NA,106.988086,51.2865325,,,,,,,,,,,4786.705418,6510.927191,6380.098718,6216.485724,20438
1391,24,24,F,35,24917,33755,58735,98599,8612,11719,12015,11364,0.535962233,10927.5,,,0.23,0.516,0.522,110.607918,1.35163446,NA,81.832715,60.2627834,,,,,,,,,,,5180.259052,7270.212965,8043.029528,7697.883265,14433
1393,24,24,A,35,21186,30141,56762,82847,7814,8028,9116,9349,0.505553411,8576.75,,,0.328,0.466,0.492,156.053369,1.16552838,NA,133.890664,55.7104486,,,,,,,,,,,7993.365604,8352.650518,7078.85813,6880.842687,13275
1393,24,24,B,35,17816,26187,50224,71186,7720,7768,8748,9029,0.518197152,8316.25,,,0.312,0.482,0.497,133.91794,0.98362518,NA,136.147328,47.0833105,,,,,,,,,,,8000.60237,8419.416929,7214.985584,7000.303859,8249
1393,24,24,C,35,21553,35670,75376,115284,7727,7967,8951,9123,0.625997393,8442,,,0.32,0.486,0.483,127.162252,0.90567231,NA,140.406469,43.4617811,,,,,,,,,,,8169.819864,8257.465944,7026.123152,6788.10086,15800
1393,24,24,D,35,20315,44243,72642,120796,7743,7871,8929,8931,0.637092056,8368.5,,,0.326,0.475,0.502,106.650166,0.90624054,NA,117.684169,42.7690439,,,,,,,,,,,7883.443733,8295.650602,7182.417856,6782.290664,13562
1393,24,24,E,35,17475,27570,49483,80877,7737,8379,9683,9972,0.53810876,8942.75,,,0.324,0.498,0.506,118.684869,0.87430973,NA,135.746938,41.8402437,,,,,,,,,,,7796.5391,6467.840251,6457.136508,6558.029898,13162
1393,24,24,F,35,15628,28752,49491,74077,7670,7909,8720,8959,0.576372922,8314.5,,,0.323,0.494,0.459,136.747831,0.70832809,NA,193.057191,34.6452238,,,,,,,,,,,7883.600897,8023.827953,7005.702247,6930.21877,8705
2951,24,24,A,35,2557,17251,40880,66770,8410,8409,7603,7053,1.385918193,7868.75,,,0.628,0.538,0.558,106.294632,0.96195418,NA,110.498644,45.0633026,,,,,,,,,,,4083.777912,3935.493992,3873.10339,4550.703315,5697
2951,24,24,B,35,2114,12457,29983,43195,7495,8249,7298,6994,1.326120764,7509,,,0.52,0.508,0.551,110.476332,1.23199435,NA,89.6727587,55.9211162,,,,,,,,,,,3885.531002,3905.138493,3894.98714,4433.818451,14802
2951,24,24,C,35,3595,18024,35363,57152,7548,7757,7019,6748,1.143081971,7268,,,0.481,0.551,0.572,96.6226284,1.33723375,NA,72.255601,57.9018377,,,,,,,,,,,3948.041616,3885.504517,3752.733398,4045.623703,8141
2951,24,24,D,35,3368,21997,37285,71636,7428,7941,7087,6827,1.202103009,7320.75,,,0.542,0.556,0.569,98.7058182,1.20968198,NA,81.5965022,53.9007788,,,,,,,,,,,3819.746031,3833.126332,3589.056382,4097.163768,13935
2951,24,24,E,35,3057,19884,47976,68202,8074,8062,6991,6946,1.376630564,7518.25,,,0.538,0.534,0.575,89.2599616,1.04488841,NA,85.4253535,46.9963942,,,,,,,,,,,4051.788846,3900.467295,3673.604981,4324.620145,12746
2951,24,24,F,35,4699,32311,71132,63124,8285,8404,7539,6975,1.358609215,7800.75,,,0.779,0.521,0.566,81.5128552,1.11113081,NA,73.3602689,48.2994406,,,,,,,,,,,4271.285862,3927.917376,3914.462787,4317.265236,29292
1393,30,24,A,35,11465,26516,50566,68793,7868,7976,8267,8851,0.741985378,8240.5,,,,0.464,0.488,145.946656,0.99318765,NA,146.947715,47.8277236,,,,,,,,,,,6955.282658,7946.208871,6990.960292,8093.890903,15473
1393,30,24,B,35,10464,18476,32914,49588,7805,7973,8442,8829,0.572974323,8262.25,,,,0.461,0.48,142.993174,1.03609386,NA,138.011796,49.6511855,,,,,,,,,,,7402.006114,7794.343092,7104.361285,7661.745957,9908
1393,30,24,C,35,15805,23183,47405,74385,7642,7696,8119,8423,0.582911941,7970,,,,0.485,0.486,123.687757,0.86280324,NA,143.355694,41.471964,,,,,,,,,,,7257.035767,7673.129023,6989.412944,7531.582325,15368
1393,30,24,D,35,31664,83033,102526,148886,7944,8386,8346,8525,0.587474144,8300.25,,,,0.471,0.49,115.520367,1.18424473,NA,97.5477144,54.519253,,,,,,,,,,,7355.997688,7253.099958,6515.37594,7355.217351,22899
1393,30,24,E,35,9824,21334,33167,41961,8093,7991,8670,8890,0.608339411,8411,,,,0.504,0.409,137.403694,1.10094913,NA,124.804762,52.2799402,,,,,,,,,,,7725.377028,8158.143146,6849.363271,7461.019882,9463
1393,30,24,F,35,14295,26922,47809,75462,7644,7768,8493,8759,0.603665074,8166,,,,0.484,0.479,124.271706,0.86881641,NA,143.035633,41.7538205,,,,,,,,,,,7736.651754,8280.170115,7270.0902,7602.286421,15831
2951,30,24,A,35,1953,15467,43568,51660,8316,8864,8203,7496,1.552472858,8219.75,,,,0.509,0.519,103.462973,0.8916725,NA,116.032482,42.0147322,,,,,,,,,,,3813.590333,4151.172762,3873.786642,4510.797812,25244
2951,30,24,B,35,1934,19921,48731,48264,8225,8188,7361,7146,1.613371094,7730,,,,0.521,0.576,81.8660669,0.69590771,NA,117.639258,32.8412222,,,,,,,,,,,3663.721577,3966.207482,4036.664655,4748.878403,32397
2951,30,24,C,35,1898,19581,35850,46937,8098,8164,7026,6919,1.469202283,7551.75,,,,0.518,0.557,80.4606445,0.89104442,NA,90.2992513,40.4957566,,,,,,,,,,,4030.534622,4079.146076,4106.053564,4932.401725,28818
2951,30,24,D,35,13057,59044,61917,112042,7570,7296,6251,6834,1.509,6987.75,,,,0.55,0.555,80.5159242,0.99981368,NA,80.5309288,44.4238614,,,,,,,,,,,4319.686997,4137.384538,4203.407377,4784.466607,47936
2951,30,24,E,35,1792,16486,32718,39220,8061,8103,7253,7141,1.452161642,7639.5,,,,0.525,0.565,85.6243318,1.08507703,NA,78.9108326,47.9962341,,,,,,,,,,,3625.372638,3873.445675,4093.665903,4811.192685,23974
2951,30,24,F,35,4426,24267,55559,42708,9042,8126,7148,6897,1.264982338,7803.25,,,,0.544,0.555,75.3399815,1.03014736,NA,73.1351498,44.7442173,,,,,,,,,,,4460.697361,4144.575476,4148.017539,4874.834659,48536
1393,18,30,A,35,16819,41059,69729,107355,7172,7464,7500,7543,0.711061677,7419.75,,,,0.465,0.472,40.3540891,1.692383,NA,23.844537,39.1544371,,,,,,,,,,,9227.107827,8807.960784,7245.659897,7297.548152,15887
1393,18,30,B,35,19956,57780,104614,152404,7540,7726,7873,7625,0.828382855,7691,,,,0.452,0.45,39.7722751,1.15920135,NA,34.3100663,35.6807656,,,,,,,,,,,9827.456441,8539.70197,7099.584328,7180.402912,22337
1393,18,30,C,35,11912,30048,56269,83497,7347,7519,7691,7656,0.776306713,7553.25,,,,0.436,0.474,40.5709538,0.92261402,NA,43.9739184,33.0009886,,,,,,,,,,,8259.718425,8250.670765,6894.768494,7222.436509,13177
1393,18,30,D,35,9683,23027,46038,80149,7257,7379,7591,7538,0.779537574,7441.25,,,,0.44,0.487,33.4919295,1.08423666,NA,30.88987,30.9608994,,,,,,,,,,,8933.499958,8691.96129,7342.55342,7254.146555,12593
1393,18,30,E,35,10025,24535,41952,72236,7112,7269,7441,7655,0.715702897,7369.25,,,,0.435,0.492,27.0285782,1.86611504,NA,14.4838756,26.9743845,,,,,,,,,,,8900.226277,8761.475109,7394.548304,7456.228474,11188
1393,18,30,F,35,8750,20619,34795,55083,7129,7213,7312,7335,0.69023403,7247.25,,,,0.447,0.48,38.1070426,0.6983268,NA,54.5690683,27.5943792,,,,,,,,,,,8879.5444,8556.081918,7303.284627,7426.921761,8239
2951,18,30,A,35,12431,44739,68125,103790,8118,6598,7082,6419,0.850570352,7054.25,,,,0.532,0.562,48.4471421,0.70448215,NA,68.7698651,30.0985145,,,,,,,,,,,5268.580418,5493.661453,5785.487765,5694.528515,22622
2951,18,30,B,35,6918,25462,37698,46831,7734,6170,6433,6267,0.847726358,6651,,,,0.46,0.53,45.9319533,0.8944483,NA,51.3522732,34.4632582,,,,,,,,,,,5185.336182,5536.018389,5564.335732,5642.656262,15763
2951,18,30,C,35,7059,31038,42339,46825,7458,6100,6344,6287,0.895688182,6547.25,,,,0.559,0.566,50.8033221,0.7861391,NA,64.6238333,32.9754521,,,,,,,,,,,5000.666102,5552.566712,5517.864731,5531.165543,14472
2951,18,30,D,35,8042,26690,30215,36834,7191,6080,6188,6340,0.661822496,6449.75,,,,0.557,0.566,50.1771787,0.79819098,NA,62.863625,33.1892834,,,,,,,,,,,5113.641497,5359.788835,5193.328562,5255.743595,11481
2951,18,30,E,35,4550,15042,36295,42259,7914,6361,6433,6286,1.038316706,6748.5,,,,0.517,0.56,59.3706754,0.60667168,NA,97.8629418,27.9434401,,,,,,,,,,,5100.963305,5330.255084,5868.440703,6050.960269,9436
2951,18,30,F,35,8505,28481,52402,54023,7746,6518,6429,6305,0.909119742,6749.5,,,,0.548,0.544,47.4657733,0.72438018,NA,65.5260523,30.5144668,,,,,,,,,,,5099.073302,5352.679351,5431.294819,5753.778023,13580
1393,24,30,A,35,21160,49216,85964,129033,7302,7644,7736,7834,0.700915109,7629,,,,0.47,0.432,65.3494799,1.23327248,NA,52.9886792,48.1541287,,,,,,,,,,,10168.6102,9495.005211,7649.346652,7761.789668,11460
1393,24,30,B,35,23395,48926,74450,114548,7541,7607,7830,7777,0.578800304,7688.75,,,,0.495,0.508,48.7883896,1.09597213,NA,44.5160859,39.453974,,,,,,,,,,,10008.72738,9367.332535,7789.853349,7654.372819,11127
1393,24,30,C,35,18714,38524,70239,105726,7217,7487,7482,7594,0.661327087,7445,,,,0.498,0.51,39.7079751,1.23654866,NA,32.1119389,36.3304855,,,,,,,,,,,9826.235302,9565.424558,7758.763392,7586.598932,10030
1393,24,30,D,35,28489,48557,90000,149957,7408,7341,7653,7660,0.575147184,7515.5,,,,0.463,0.519,43.650717,0.86132502,NA,50.6785662,32.9961563,,,,,,,,,,,9778.64286,9703.886468,8008.132749,7618.796203,13257
1393,24,30,E,35,19488,37240,60118,93134,7168,7302,7344,7643,0.563255486,7364.25,,,,0.488,0.505,34.7879709,1.13852748,NA,30.5552316,32.2472296,,,,,,,,,,,9463.253765,9610.328834,7990.512323,7677.286481,8667
1393,24,30,F,35,20978,36604,66455,103920,7210,7397,7537,7623,0.576536925,7441.75,,,,0.489,0.504,30.8776684,1.20812956,NA,25.5582427,29.6675023,,,,,,,,,,,9466.255011,9218.999473,7787.943328,7592.499584,8262
2951,24,30,A,35,6409,34320,30791,40308,8058,6631,6387,6223,0.784731888,6824.75,,,,0.548,0.572,63.3160569,0.85548546,NA,74.0118443,37.2697483,,,,,,,,,,,4779.516193,5584.701174,5262.412345,5202.922714,18844
2951,24,30,B,35,4229,24101,29370,45905,7933,6412,6549,6081,0.968969253,6743.75,,,,0.546,0.547,66.2062787,0.84661641,NA,78.2010344,37.3718361,,,,,,,,,,,4762.273535,5379.931164,5617.173648,5645.171696,15019
2951,24,30,C,35,6259,20400,33043,38186,7042,6158,6317,6100,0.831860981,6404.25,,,,0.551,0.547,52.6524663,0.80918652,NA,65.0683925,34.0140763,,,,,,,,,,,4841.594521,5446.735228,5641.5393,5524.899865,17993
2951,24,30,D,35,5003,19072,38245,47231,6892,6376,6439,6173,1.01698773,6470,,,,0.552,0.558,71.7943698,0.78738394,NA,91.1808918,35.8462422,,,,,,,,,,,4574.394496,5464.213163,5703.472893,5626.819966,21318
2951,24,30,E,35,3766,15035,34099,46817,7623,6414,6595,6149,1.101584889,6695.25,,,,0.549,0.574,52.4117706,0.85466977,NA,61.3240019,35.2482958,,,,,,,,,,,4571.630908,5453.661493,5635.476247,6088.599279,18903
2951,24,30,F,35,5834,16268,31965,53602,7603,6556,6569,6176,0.850475078,6726,,,,0.544,0.555,46.3011968,0.80473358,NA,57.5360567,32.4513984,,,,,,,,,,,4978.832589,5473.613473,5949.751317,5918.796771,20616
1393,30,30,A,35,21247,60498,89150,147536,7127,7544,7202,8075,0.717045641,7487,,,0.312,0.483,0.471,26.3624959,1.47052268,NA,17.9272964,26.1639568,,,,,,,,,,,9237.578441,8816.16878,7079.178663,8023.783538,16231
1393,30,30,B,35,21449,63497,95792,136308,7241,7615,7245,8179,0.748257184,7570,,,0.375,0.474,0.468,14.581356,0.72858208,NA,20.0133333,14.3855274,,,,,,,,,,,10083.65699,9175.403198,7252.43185,8066.109918,17432
1393,30,30,C,35,20410,43353,89710,149161,7178,7640,7321,8372,0.740287901,7627.75,,,0.398,0.493,0.486,14.646196,0.70042507,NA,20.9104396,14.4028606,,,,,,,,,,,9570.99965,9221.822476,7265.855885,8048.970782,14608
1393,30,30,D,35,66059,127670,217551,308957,8332,7967,8245,8427,0.595944856,8242.75,,,0.31,0.48,0.506,16.0296729,0.75395375,NA,21.2608173,15.7417095,,,,,,,,,,,8750.267621,8475.624228,8679.010954,8338.272552,30762
1393,30,30,E,35,17014,47331,114986,153646,8180,8228,7923,8509,0.955380915,8210,,,0.458,0.516,0.485,25.5078307,1.10433275,NA,23.0979572,24.8444087,,,,,,,,,,,9937.379208,9294.353763,7770.058152,8540.152807,13086
1393,30,30,F,35,18584,47561,83342,128043,7436,8046,7904,8299,0.750325368,7921.25,,,0.466,0.487,0.468,21.6185489,1.02257803,NA,21.1412219,21.2402928,,,,,,,,,,,9685.976563,9121.403094,7673.587384,8112.182002,12760
