Strain,Ev,Acc,Rep,Week,D1Pop,D2Pop,D3Pop,D4Pop,D1FSC,D2FSC,D3FSC,D4FSC,Growth.Rate,Mean.FSC,PE.Count,Chl.a.read,Chl.a.per.cell,FvFm.0,FvFm.PE,P,alpha,beta,E_k,P_I,O2.Count,O2.rate.light,O2.rate.dark,pgO2.cell.hr.light,pgO2.cell.hr.dark,g.sp.acc.bestfit,G_Old,G_O,pgC.cell,pgN.cell,Day1-redF,Day2-redF,Day3-redF,Day4-redF,Fm
1391,18,18,A,7,5556.46,6238.075833,7239.641392,12516.58,6659.762,6228.294628,7973.530761,9137.745,0.348191195,7499.833097,,,0.055,0.499,0.488,339.172926,2.117989,NA,160.139135,102.587287,,,,,,,,,,,2678.451181,2928.314569,3051.209204,2948.753381,3621
1391,18,18,B,7,6329.783,6550.356685,8344.294001,16726.74,7119.463,6621.48558,8265.120476,8986.671,0.468744566,7748.185014,,,,0.35,0.517,343.794198,2.24691947,NA,153.006907,108.510688,,,,,,,,,,,2769.174642,2847.302676,3165.37961,2967.867731,4400
1391,18,18,C,7,6858.327,6777.138145,8504.32327,16123.19,8150.246,7658.12871,8788.397153,9457.439,0.433351849,8513.552716,,,0.056,0.481,0.513,334.866231,2.23418051,NA,149.883247,107.741713,,,,,,,,,,,2750.537505,2893.869505,3155.006638,3052.246087,4702
1391,18,18,D,7,6744.933,7843.412142,8957.036819,15291.98,7134.185,6867.572646,8481.712994,9460.776,0.333827273,7986.06166,,,0.061,0.503,0.518,325.935874,2.12157564,NA,153.629155,102.485534,,,,,,,,,,,2743.144061,2814.101503,3152.226084,3066.341368,4904
1391,18,18,E,7,5661.257,6084.486531,7040.285782,12630.24,7366.026,7219.799198,8161.344406,9184.825,0.365175799,7982.998651,,,0.058,0.501,0.466,320.182429,2.13308636,NA,150.102891,102.877129,,,,,,,,,,,2629.516967,2859.928263,3048.969875,2985.900148,4389
1391,18,18,F,7,4740.924,4587.273776,5149.483145,9042.11,7299.025,7058.756267,8364.722944,9535.293,0.339303328,8064.449303,,,0.054,0.207,0.529,353.503153,2.30346067,NA,153.466112,111.263776,,,,,,,,,,,2590.713973,2773.213978,3019.217357,2995.841103,2546
1393,18,18,A,7,6687.421,7619.029921,7500.560962,8144.059,8834.093,9402.133116,9130.025757,9146.571,0.057550997,9128.205718,,,0.119,0.208,0.519,305.650628,1.34046206,NA,228.018858,65.9691288,,,,,,,,,,,6220.458735,5945.58721,6096.654481,6047.604227,2056
1393,18,18,B,7,7641.26,8919.075787,9125.423337,10088.91,8596.284,9172.843303,9131.045148,9043.303,0.08875089,8985.868863,,,0.113,0.416,0.38,279.006493,1.03699383,NA,269.053186,51.2609408,,,,,,,,,,,6163.655881,5744.564235,6208.167919,5849.207533,3279
1393,18,18,C,7,8048.04,10268.84948,10625.71933,11948.49,8612.075,9186.586885,8966.962879,9118.467,0.121969141,8971.022941,,,0.118,0.4,0.444,213.286249,1.08151209,NA,197.211154,52.9459778,,,,,,,,,,,6260.303952,6089.413517,6084.368359,6149.580062,3262
1393,18,18,D,7,7416.352,8203.181578,7737.705265,9551.136,8736.081,9207.309323,8964.721787,9061.344,0.076069012,8992.364028,,,0.123,0.323,0.459,268.691166,1.12463829,NA,238.913408,55.4250892,,,,,,,,,,,6218.85569,6011.469322,5971.826989,6042.831668,2934
1393,18,18,E,7,8077.859,9457.941467,9352.859172,10607.96,8587.457,9182.842413,9137.63592,8989.106,0.080626074,8974.260333,,,0.117,0.277,0.481,240.311495,0.96533761,NA,248.940363,47.6281368,,,,,,,,,,,6530.501648,5968.65282,6273.758823,6223.901659,3339
1393,18,18,F,7,6297.867,8411.45513,8200.597733,8927.641,8655.642,9157.315737,9071.027364,9141.196,0.102143613,9006.295275,,,0.119,0.411,0.427,220.19544,0.94881367,NA,232.074482,46.720029,,,,,,,,,,,6451.2046,6025.301834,6270.795989,6442.811981,3403
2951,18,18,A,7,2473.543,3021.466369,2245.983063,3632.773,7876.153,7239.99509,7626.991964,8328.868,0.2,7768.002014,,,0.072,0.167,0.298,290.850748,1.00288399,NA,290.014351,49.6532144,,,,,,,,,,,3604.54231,3163.978803,3259.69266,3184.492008,2190
2951,18,18,B,7,2077.408,2190.269251,2208.45621,2651.432,7656.251,6916.363168,7301.98207,7244.263,0.095537695,7279.71481,,,0.102,0.24,0.321,223.85855,1.16470315,NA,192.202235,56.9560977,,,,,,,,,,,3358.790406,3056.540611,3158.584839,3016.801877,1997
2951,18,18,C,7,2643.508,2548.462246,2652.387496,2567.696,8110.994,7087.891993,7339.035956,7983.931,0.04,7630.463237,,,0.094,0.196,0.353,200.440601,1.41938693,NA,141.216322,68.1452294,,,,,,,,,,,3523.569132,3254.346126,3358.089647,3061.552466,1856
2951,18,18,D,7,3482.907,3662.465472,3671.754657,4964.789,7547.488,7169.409306,8825.104665,9723.87,0.152,8316.467993,,,0.081,0.357,0.497,202.088209,0.98843404,NA,204.452903,48.4594574,,,,,,,,,,,3555.497804,3257.386792,3717.750709,3671.408681,3487
2951,18,18,E,7,3162.55,3351.296865,3275.111994,4502.133,7571.094,6968.834904,6975.785466,7465.678,0.147601945,7245.348093,,,0.093,0.225,0.392,142.132202,1.12688138,NA,126.128806,53.5670323,,,,,,,,,,,3480.7647,3306.593317,3281.987099,3096.248182,2351
2951,18,18,F,7,2606.577,3077.402221,3293.692787,2689.692,7820.75,7006.789225,7349.579684,7896.801,0.116985748,7518.479977,,,0.076,0.205,0.295,310.391278,0.82585959,NA,375.840255,41.0510855,,,,,,,,,,,3598.096337,3192.451305,3231.250627,3112.952502,1987
1391,24,18,A,7,2322.591,2303.603125,2349.785257,2350.446,5977.132,5756.318609,7068.992326,8649.292,0.02,6862.933734,,,,0.343,0.339,302.188527,1.82858814,NA,165.257841,88.7380636,,,,,,,,,,,2673.101353,2751.809717,2987.471109,3086.45206,2353
1391,24,18,B,7,7363.47,7618.134403,8087.809407,10721.06,5982.465,5763.850328,6608.135585,7582.559,0.17083926,6484.252478,,,,0.481,0.462,340.16575,2.26612951,NA,150.108698,109.293996,,,,,,,,,,,2716.783043,2768.234899,3080.553186,2978.360903,5682
1391,24,18,C,7,5607.905,6457.350165,7484.5019,9871.377,6313.392,5780.105717,6758.146347,8213.769,0.212210158,6766.353266,,,,0.462,0.646,253.689232,1.84225773,NA,137.705614,88.2675842,,,,,,,,,,,2736.11896,2759.833938,3071.803347,3160.256106,3985
1391,24,18,D,7,4920.462,4767.41382,4530.984143,6645.121,5539.248,5283.029912,6350.14434,8191.18,0.16603946,6340.900563,,,,0.485,0.459,245.674025,1.72347786,NA,142.545507,82.805405,,,,,,,,,,,2637.811186,2692.361584,3003.392171,3037.223709,4234
1391,24,18,E,7,7346.706,7778.448458,7588.423289,10457.56,6199.678,6008.699562,6912.149481,8296.841,0.147984135,6854.342011,,,,0.474,0.508,268.879186,2.01157226,NA,133.666183,96.1359343,,,,,,,,,,,2662.791998,2828.406701,3071.844528,3114.615311,5327
1391,24,18,F,7,6791.828,6618.077022,7002.283609,9786.879,6421.103,6033.485299,6520.210658,7591.82,0.195618882,6641.654739,,,,0.483,0.571,251.233631,1.83531126,NA,136.888841,87.8912292,,,,,,,,,,,2691.371177,2790.217455,2995.192525,3021.637568,4413
1393,24,18,A,7,13521.41,13374.33,13012.44559,14043.49,8686.337,8989.346,9077.29677,9221.849,0.076,8993.707193,,,,0.255,0.383,201.851864,1.04401804,NA,193.341357,51.0674962,,,,,,,,,,,6293.494974,5974.287155,6173.752524,6115.990022,2438
1393,24,18,B,7,13304.27,12931.12,12105.74,13308.59,8693.662,8895.986,9286.158,9342.175,0.095,9054.49525,,,,0.36,0.316,272.013889,0.98855098,NA,275.164249,48.8906332,,,,,,,,,,,6333.931873,6044.144368,6228.980114,6226.720317,3535
1393,24,18,C,7,12025.01,12478.49,12568.15,13141.84,8407.233,8823.524,8934.992,9241.531,0.027359663,8851.82,,,,0.335,0.315,190.018316,0.98030181,NA,193.836547,47.9561459,,,,,,,,,,,5977.870514,5834.144343,6037.543298,5926.581471,3199
1393,24,18,D,7,14265.18,17330.04,18087.37,17552.34,8691.906,8857.365,9071.331,9189.334,0.118696151,8952.484,,,,0.371,0.396,207.188056,0.92828931,NA,223.193409,45.6532991,,,,,,,,,,,6369.886943,5943.771554,6147.731547,6019.947156,3723
1393,24,18,E,7,13044.07,14112.58,13436.82,14317.76,8470.727,8827.803,8983.945,9074.836,0.079,8839.32775,,,,0.335,0.353,256.771734,1.03483501,NA,248.128187,51.0526036,,,,,,,,,,,6061.847423,5922.822705,6051.129065,5929.872478,3220
1393,24,18,F,7,16215.17,16970.37,16514.23,15912.38,8622.23,8881.624,9178.674,9206.676,0.046,8972.301,,,,0.376,0.378,312.930746,0.86324543,NA,362.504956,42.8906255,,,,,,,,,,,6041.858999,5825.061011,6192.467177,6043.072431,3778
2951,24,18,A,7,2945.672,3378.995,2019.212,3803.097,7545.767,6927.528,6864.178,6411.397,0.137,6937.2175,,,,0.26,0.184,233.322982,1.9020365,NA,122.670086,90.1631632,,,,,,,,,,,3540.286611,3447.23071,3404.267017,2962.400918,1677
2951,24,18,B,7,3511.259,3493.217,3208.166,3014.001,7195.412,6632.133,6637.704,6613.486,-0.005,6769.68375,,,,0.349,0.235,340.847686,1.23774367,NA,275.378251,61.2159531,,,,,,,,,,,3189.071939,3139.02427,3218.29844,2885.580569,1747
2951,24,18,C,7,3843.94,3118.752,3000.665,3567.615,7195.987,6256.274,6648.466,6216.127,0.173,6579.2135,,,,0.29,0.23,309.137113,1.355787,NA,228.013038,66.7232729,,,,,,,,,,,3152.83753,2991.878707,2911.093751,2686.687232,1386
2951,24,18,D,7,4903.679,4615.476,3745.801,3181.309,7386.749,6645.174,6677.183,6512.698,-0.061,6805.451,,,,0.358,0.367,301.421858,1.17596368,NA,256.31902,58.0635658,,,,,,,,,,,3269.938531,3137.185488,3119.956026,2819.882022,1290
2951,24,18,E,7,3577.559,5804.346,4449.025,9704.142,7378.622,6937.373,6820.054,6374.982,0.272769427,6877.75775,,,,0.35,0.398,197.7554,1.28881003,NA,153.440301,62.2525258,,,,,,,,,,,3367.525696,3515.878459,3620.328144,3177.185843,1994
2951,24,18,F,7,3893.435,2114.965,2935.422,3757.154,7119.353,6604.258,6515.033,6377.778,0.287311746,6654.1055,,,,0.088,0.211,265.521845,1.24546127,NA,213.191571,61.1558669,,,,,,,,,,,3112.785106,2982.481321,3012.853323,2668.738786,1652
1393,30,18,A,7,8900.306,9875.166,10638.09,10503.94,8562.637,9007.356,8914.867,8901.478,0.089177649,8846.5845,,,,0.278,0.459,225.605929,1.10730704,NA,203.742883,54.2800346,,,,,,,,,,,7261.107853,6960.225038,7214.060022,7009.292002,3845
1393,30,18,B,7,11631.92,12775.33,12197.44,12140.59,8450.01,8735.946,8732.267,8847.692,0.023736525,8691.47875,,,,0.35,0.397,266.490939,0.99349361,NA,268.236188,49.107233,,,,,,,,,,,7441.60457,7043.305471,6978.807109,6773.464285,4715
1393,30,18,C,7,20736.58,23214.8,22433.17,22985.7,8587.614,8924.65,8897.322,8927.344,0.039320688,8834.2325,,,,0.358,0.475,223.778401,0.94641577,NA,236.4483,46.6278407,,,,,,,,,,,7584.072222,7172.266817,7024.34718,6708.545808,7624
1393,30,18,D,7,12466.01,12252.97,14130.56,13914.57,8391.249,8859.315,8747.002,8849.014,0.063584068,8711.645,,,,0.386,0.512,205.973461,1.02016039,NA,201.903018,49.9902496,,,,,,,,,,,7323.702651,6957.365381,7095.772418,6832.046464,4496
1393,30,18,E,7,16608.64,18898.01,19555.57,17958.37,8373.08,8622.11,8682.293,8736.887,0.081668557,8603.5925,,,,0.353,0.424,196.937729,0.88224534,NA,223.223314,43.3890449,,,,,,,,,,,7501.627766,7099.273215,6884.745896,6506.478276,6044
1393,30,18,F,7,13183.78,14001.98,13016.78,15000.51,8339.191,8820.413,8971.101,8815.037,0.034442726,8736.4355,,,,0.38,0.455,182.840632,0.92389213,NA,197.902576,45.2361752,,,,,,,,,,,7573.45425,7417.910091,7489.882991,7295.298458,5597
2951,30,18,A,7,3083.345,3842.035,4625.034,7441.259,8840.049,8507.4,8617.939,8807.802,0.282855657,8693.2975,,,,0.152,0.422,155.310134,1.06226799,NA,146.206169,51.1353079,,,,,,,,,,,3077.737253,2882.851755,2952.374769,2889.869368,2989
2951,30,18,B,7,3373.456,3464.637,3572.198,2001.831,7415.147,6623.814,6647.099,6434.62,0.028621677,6780.17,,,,0.249,0.293,218.682132,1.21032706,NA,180.680198,59.0174575,,,,,,,,,,,3345.23794,3228.363842,3320.685148,2854.416364,1980
2951,30,18,C,7,3318.131,3190.649,2719.112,1775.278,7278.144,6519.632,6526.799,6750.237,-0.039,6768.703,,,,0.219,0.292,269.894185,1.0518792,NA,256.582872,51.9381872,,,,,,,,,,,3403.99663,3369.303586,3434.777703,3044.96693,1972
2951,30,18,D,7,2184.49,2521.236,2746.849,2692.018,7236.194,7067.463,6921.185,6898.55,0.114536022,7030.848,,,,0.287,0.373,212.683537,1.04572762,NA,203.383303,51.2578783,,,,,,,,,,,3421.925455,3399.364626,3362.968726,3121.524524,2645
2951,30,18,E,7,3341.783,2615.481,2804.737,1765.231,7142.586,6673.146,6905.922,6347.344,0.07,6767.2495,,,,0.208,0.258,287.997175,1.06125081,NA,271.375222,52.4701478,,,,,,,,,,,3300.827102,3294.504394,3345.1499,2962.578811,2214
2951,30,18,F,7,2395.583,2360.572,2406.302,1680.219,7568.325,7026.333,6916.145,6734.105,0.019,7061.227,,,,0.281,0.398,268.470299,1.1565536,NA,232.129578,56.94965,,,,,,,,,,,3470.997119,3400.174869,3416.885938,2878.994086,1555
1391,18,24,A,7,4135.397,5236.174,8769.747,14700.52,7870.508,8713.75,7635.597,5930.158,0.516145894,7537.50325,,,,0.281,0.507,281.783383,2.91759881,NA,96.5805792,134.107698,,,,,,,,,,,3669.184118,4068.666367,3762.347489,3911.654057,13828
1391,18,24,B,7,3632.849,5883.272,8013.508,13678.55,7870.667,8552.648,7587.376,6070.231,0.428645072,7520.2305,,,,0.52,0.707,215.627148,1.86327627,NA,115.724733,87.7691419,,,,,,,,,,,3689.05142,4037.584822,3829.876388,3910.399594,10887
1391,18,24,C,7,3706.505,4032.423,5682.42,10053.33,7830.208,7528.293,7144.91,6168.211,0.456768244,7167.9055,,,,0.496,0.637,208.413035,1.80751155,NA,115.303847,85.1067574,,,,,,,,,,,3484.009592,3491.763592,3474.332729,3780.663751,7708
1391,18,24,D,7,3302.55,4816.384,7336.755,12821.05,8095.747,8165.609,7480.847,6195.336,0.489532456,7484.38475,,,,0.5,0.669,194.416625,1.72948177,NA,112.413226,81.1893421,,,,,,,,,,,3667.487738,3943.152182,3722.585005,3867.786733,10694
1391,18,24,E,7,3616.406,4343.493,5050.837,6359.062,8037.176,7599.689,7344.31,6557.774,0.19060101,7384.73725,,,,0.5,0.622,191.008564,1.60104525,NA,119.302415,75.6727203,,,,,,,,,,,3471.840687,3361.314417,3411.049327,3640.406783,4881
1391,18,24,F,7,3576.281,3965.706,5528.876,8012.657,7930.218,8038.882,6973.114,6708.25,0.35166926,7412.616,,,,0.517,0.616,174.10486,1.35304224,NA,128.676589,64.4410326,,,,,,,,,,,3413.666197,3493.580504,3400.078423,3807.679816,6641
1393,18,24,A,7,2969.655,3237.861,3109.142,2400.09,7275.222,7517.145,7988.293,8574.213,0.086,7838.71825,,,,0.259,0.236,255.702295,1.06289411,NA,240.571749,52.3924749,,,,,,,,,,,6243.332989,5653.23683,6058.530041,6147.032531,2497
1393,18,24,B,7,3171.901,4295.166,6096.971,6249.128,7273.137,7688.731,7855.959,8331.01,0.326730499,7787.20925,,,,0.418,0.462,168.606362,0.89656576,NA,188.057998,43.8010251,,,,,,,,,,,6510.141954,5822.529237,5850.22609,6224.383267,2700
1393,18,24,C,7,3778.54,4992.805,5663.013,6249.996,7324.662,7685.073,7679.322,8501.062,0.202309196,7797.52975,,,,0.409,0.41,182.994505,1.07987625,NA,169.458773,52.4796434,,,,,,,,,,,6386.007833,5938.011436,5966.483312,6375.847414,3065
1393,18,24,D,7,3058.269,4011.809,4889.31,5739.677,7233.192,7372.604,7899.935,8337.668,0.23460106,7710.84975,,,,0.413,0.347,189.82705,0.84025619,NA,225.915683,41.3400145,,,,,,,,,,,6283.956979,5683.726843,5837.649812,6129.58319,3493
1393,18,24,E,7,3301.163,3681.478,5248.266,4936.3,7220.591,7640.489,7946.391,8679.096,0.231811453,7871.64175,,,,0.411,0.378,250.832708,0.71742084,NA,349.631197,35.6284904,,,,,,,,,,,6290.961946,5701.139473,6084.33554,6519.228292,2738
1393,18,24,F,7,3293.334,3445.706,4181.611,4503.464,7125.265,7625.876,7921.272,8452.608,0.13385903,7781.25525,,,,0.416,0.317,211.431999,0.91533576,NA,230.988463,45.0651288,,,,,,,,,,,6382.813599,5929.022365,6074.881923,6416.923076,2784
2951,18,24,A,7,242.7423,434.3878,849.5004,992.4776,6863.362,6276.506,6734.008,6594.776,0.626324013,6617.163,,,,0.329,0.571,126.820878,1.36977859,NA,92.584947,62.5254477,,,,,,,,,,,4979.111225,4074.481969,3752.436112,3658.562188,599
2951,18,24,B,7,145.6244,679.8748,1179.926,1057.204,7036.021,6546.9,6917.222,7137.647,0.65,6909.4475,,,,0.396,0.652,632.738046,0.84537239,NA,748.472566,42.2058558,,,,,,,,,,,4433.184302,4229.94203,4247.385343,3890.011442,725
2951,18,24,C,7,315.665,510.4488,1076.137,1275.494,6989.235,5420.347,6289.743,6123.303,0.613225766,6205.657,,,,0.416,0.607,174.630559,1.22503945,NA,142.550968,58.8578429,,,,,,,,,,,4692.63377,4316.006898,4047.091794,3566.173732,788
2951,18,24,D,7,396.4832,661.7636,1378.571,1228.271,7014.938,5733.95,6223.522,6331.766,0.623084533,6326.044,,,,0.413,0.663,220.910956,1.6097058,NA,137.236852,77.1035535,,,,,,,,,,,4448.864799,4476.123249,3936.12579,3504.392731,925
2951,18,24,E,7,396.4685,632.572,1501.41,1217.707,6144.482,6073.257,6483.696,6134.357,0.665781676,6208.948,,,,0.415,0.598,184.165894,1.26176342,NA,145.959132,60.7309871,,,,,,,,,,,4701.960838,4042.971105,4000.095045,3439.001199,858
2951,18,24,F,7,331.6967,605.1113,1737.87,1105.959,6866.45,6531.551,6781.178,6331.293,0.828097254,6627.618,,,,0.409,0.602,422.762923,1.32010848,NA,320.248623,65.4742825,,,,,,,,,,,4432.00671,4127.998368,4035.869687,3601.243592,685
1391,24,24,A,7,2241.639,2361.046,2718.757,3560.243,6331.878,6269.852,7101.567,6945.724,0.20536203,6662.25525,,,0.118,0.504,0.672,145.235238,1.4227231,NA,102.082576,65.945124,,,,,,,,,,,3330.079916,3389.633248,3600.011641,3613.353504,5090
1391,24,24,B,7,5802.275,6581.337,8064.014,10886.98,7472.967,7245.774,6975.674,6287.514,0.251664832,6995.48225,,,0.116,0.514,0.706,171.191,1.38840507,NA,123.300472,65.8497441,,,,,,,,,,,3545.108552,3451.915854,3432.252486,3478.024041,10477
1391,24,24,C,7,5413.239,5892.49,6053.689,6656.959,7417.689,6953.218,7097.088,6054.321,0.064743464,6880.579,,,0.118,0.522,0.674,167.694608,1.47959733,NA,113.338004,69.5268697,,,,,,,,,,,3427.991652,3312.206794,3238.163018,2988.456713,4251
1391,24,24,D,7,3689.48,3748.432,4334.999,5105.838,6221.614,6138.616,7458.754,6559.534,0.154523486,6594.6295,,,0.126,0.524,0.706,157.938983,1.42257846,NA,111.023039,66.6806377,,,,,,,,,,,3368.812796,3192.249018,3708.586084,3508.252659,7837
1391,24,24,E,7,5438.469,5637.454,6976.535,7819.725,7218.613,7178.509,7370.515,6446.272,0.163608421,7053.47725,,,0.116,0.519,0.707,156.02205,1.37950633,NA,113.099916,64.8073221,,,,,,,,,,,3469.943263,3431.939622,3475.207467,3270.892188,7477
1391,24,24,F,7,6839.717,7109.046,7514.693,8704.342,7319.417,7036.707,7145.87,6469.889,0.101226962,6992.97075,,,0.112,0.516,0.69,131.764638,1.47674638,NA,89.2263151,66.969902,,,,,,,,,,,3413.33255,3352.573098,3283.728613,3100.572729,5036
1393,24,24,A,7,7235.934,7855.877,9441.423,12431.88,7286.759,7487.725,7653.563,8074.34,0.229501114,7625.59675,,,0.126,0.452,0.535,166.177396,0.9705768,NA,171.215091,47.1947888,,,,,,,,,,,5791.083918,5616.027899,5452.022405,5710.031543,6349
1393,24,24,B,7,5212.024,6117.296,6694.259,8074.04,7361.819,7443.208,7634.79,7997.995,0.140318726,7609.453,,,0.116,0.463,0.539,129.926957,1.01102898,NA,128.509627,48.1461626,,,,,,,,,,,5631.773121,5299.303241,5416.940432,5858.191295,3825
1393,24,24,C,7,5979.585,7024.743,8508.911,9300.668,7362.302,7662.314,7566.498,7700.684,0.1763814,7572.9495,,,0.128,0.452,0.542,121.197533,0.83476997,NA,145.186743,40.1631251,,,,,,,,,,,5657.170757,5605.288549,5309.880173,5690.592519,4497
1393,24,24,D,7,7273.64,7523.987,9744.076,10707.22,7224.645,7763.225,7512.914,7937.915,0.176411048,7609.67475,,,0.126,0.462,0.525,116.604107,0.6736743,NA,173.086767,32.7770291,,,,,,,,,,,5640.553011,5824.012837,5388.268493,5737.274612,4451
1393,24,24,E,7,5696.049,4910.074,6005.499,6383.446,7138.762,7809.762,7515.751,7946.791,0.131209532,7602.7665,,,0.122,0.454,0.514,115.369983,0.88916293,NA,129.751229,42.3808198,,,,,,,,,,,5625.085207,5403.056585,5348.14913,5590.534827,2259
1393,24,24,F,7,7525.742,6743.147,7146.608,7959.397,7188.14,7675.844,7531.812,7938.798,0.082913257,7583.6485,,,0.107,0.466,0.535,105.604217,0.74546897,NA,141.661454,35.7990737,,,,,,,,,,,5759.939779,5661.244672,5421.360161,5704.585497,2850
2951,24,24,A,7,226.5582,746.0541,604.4134,406.0751,6699.007,5675.738,5509.477,5480.29,0.490628268,5841.128,,,0.056,0.426,0.639,186.392064,1.51366546,NA,123.139537,71.7810837,,,,,,,,,,,4113.961089,4052.438987,3985.019402,3325.343926,786
2951,24,24,B,7,121.5245,377.6945,330.5815,831.0463,7141.953,6261.278,6102.912,6111.737,0.563447642,6404.47,,,0.169,0.412,0.686,250.774981,1.58558082,NA,158.159697,76.739415,,,,,,,,,,,3648.885383,3466.69014,3175.774158,3411.089531,850
2951,24,24,C,7,299.5057,642.2616,1001.062,1878.899,6125.002,6695.499,7044.928,6764.19,0.595274441,6657.40475,,,0.19,0.398,0.641,218.243984,1.56504001,NA,139.449459,75.0625524,,,,,,,,,,,3618.537591,4537.065037,3786.617761,3621.263688,881
2951,24,24,D,7,396.6451,548.3554,491.0219,1010.036,6402.18,6475.398,5781.698,6323.341,0.305408818,6245.65425,,,0.246,0.449,0.578,166.819978,2.1183744,NA,78.7490528,93.6588042,,,,,,,,,,,3808.040942,4184.675659,3750.42746,3899.553392,1143
2951,24,24,E,7,801.2519,1474.867,1746.366,1718.754,6720.387,7197.074,7172.426,6181.945,0.389558478,6817.958,,,0.232,0.423,0.698,156.89791,1.87494886,NA,83.6811675,83.9831393,,,,,,,,,,,4089.803885,4329.652841,3754.526289,3962.493426,1575
2951,24,24,F,7,145.6946,254.9449,302.0641,358.8877,6166.429,6647.001,5525.46,5414.902,0.364563298,5938.448,,,0.195,0.415,0.642,426.42593,1.70245364,NA,250.477265,84.0097693,,,,,,,,,,,3725.350599,4156.0672,3999.815399,3817.94185,650
1393,30,24,A,7,1230.065,1746.346,2265.281,2558.499,7337.547,7791.356,7715.319,7912.306,0.3053159,7689.132,,,,0.246,0.451,202.053038,1.35484295,NA,149.133919,65.3131098,,,,,,,,,,,5814.489575,5996.589835,5903.648928,5674.137179,1429
1393,30,24,B,7,2265.946,2738.034,3039.677,3087.174,7150.244,7628.321,7672.172,8018.035,0.146879464,7617.193,,,,0.414,0.458,174.702746,1.21995682,NA,143.20404,58.6343335,,,,,,,,,,,5977.406839,6168.675628,6053.897365,5268.919718,1685
1393,30,24,C,7,4313.762,5331.716,7220.817,9921.288,7443.921,7910.447,8009.647,8155.705,0.310504807,7879.93,,,,0.429,0.421,170.848412,1.12367347,NA,152.044536,54.2423179,,,,,,,,,,,6360.903808,6536.567598,6419.016005,6010.817609,4990
1393,30,24,D,7,2622.534,3200.665,3313.339,3823.719,7216.106,7689.66,7749.399,7802.595,0.116584529,7614.44,,,,0.442,0.469,155.676046,1.15007051,NA,135.362175,55.0235063,,,,,,,,,,,6187.714685,6011.345189,6233.880049,5768.162259,2123
1393,30,24,E,7,4095.494,3923.82,4785.914,5893.146,7380.318,7662.081,7676.067,8066.495,0.203362156,7696.24025,,,,0.424,0.498,152.697333,0.94937623,NA,160.839643,45.996578,,,,,,,,,,,6291.916259,6223.04928,6098.593548,6170.043805,2993
1393,30,24,F,7,3261.561,4162.994,5418.816,6600.588,7367.159,7742.942,7965.564,8299.805,0.253835713,7843.8675,,,,0.432,0.494,136.202557,1.04408843,NA,130.45117,49.7898054,,,,,,,,,,,6625.828585,6332.401652,6390.243555,6285.950704,3492
2951,30,24,A,7,866.2362,2219.041,4426.562,4201.328,7815.879,7464.827,7213.004,5611.358,0.815610435,7026.267,,,,0.46,0.69,172.240584,1.13323448,NA,151.990243,54.7025091,,,,,,,,,,,4972.709622,4788.915293,4480.651757,3803.41452,3537
2951,30,24,B,7,210.4654,538.2702,717.322,812.246,8451.221,5984.496,6342.651,5645.323,0.613101782,6605.92275,,,,0.414,0.654,211.406699,1.17874748,NA,179.34859,57.4564855,,,,,,,,,,,4002.607877,3674.754447,3996.146237,3637.68013,914
2951,30,24,C,7,437.1177,453.0616,887.1907,1586.871,6103.181,5889.318,6185.045,6043.281,0.626745667,6055.20625,,,,0.436,0.68,171.668737,1.60540406,NA,106.931794,74.8901819,,,,,,,,,,,3753.338909,3913.094636,4418.188395,3891.810404,1052
2951,30,24,D,7,420.8016,726.9846,1482.082,2530.827,6901.433,6008.445,6962.819,6604.403,0.629520836,6619.275,,,,0.444,0.685,154.785056,1.63594573,NA,94.6150312,74.9470678,,,,,,,,,,,3423.584188,4052.758039,4311.080242,3489.869359,1092
2951,30,24,E,7,283.21,443.7925,509.6815,868.8793,5825.793,5896.887,5930.597,5462.807,0.350147556,5779.021,,,,0.429,0.691,134.264517,1.2984227,NA,103.405861,60.2938281,,,,,,,,,,,3622.361476,3860.393061,4058.972028,3663.745276,1166
2951,30,24,F,7,396.4061,698.6317,868.6791,736.4376,6169.817,5857.182,6344.672,6333.194,0.392267296,6176.21625,,,,0.414,0.646,372.198542,1.7836113,NA,208.676936,87.5122338,,,,,,,,,,,3847.800933,4025.535523,4353.82135,3292.054936,841
1393,18,30,A,7,8631.907,11112.39,13832.56,17726.66,7062.115,7218.248,7216.8,7094.157,0.237777733,7147.83,,,,0.331,0.493,141.121593,0.90052775,NA,156.709877,43.5582476,,,,,,,,,,,7584.098599,7972.954868,7514.379792,6113.486596,3703
1393,18,30,B,7,12183.36,13811.31,21222.39,27294.09,7171.037,7264.277,7261.225,7128.152,0.284936626,7206.17275,,,,0.475,0.444,131.553283,0.68339968,NA,192.498308,33.4217309,,,,,,,,,,,7478.953689,8133.018598,7548.511977,6685.978747,6404
1393,18,30,C,7,12111.33,15869.49,22975.58,26710.14,7148.059,7156.647,7194.365,7086.576,0.274273919,7146.41175,,,,0.478,0.484,97.9537261,0.75686523,NA,129.420301,36.0664733,,,,,,,,,,,7706.375853,7942.386342,7732.397396,6752.653332,6568
1393,18,30,D,7,9036.603,13628.13,18513.64,24548.88,7144.14,7261.033,7266.377,7122.142,0.330452043,7198.423,,,,0.476,0.517,107.500442,0.67661031,NA,158.880882,32.7562306,,,,,,,,,,,7955.43645,8139.45274,7633.287268,6633.482214,4852
