"","IDs","Strain","Light","Ev","Assay","Rep","Sp.Ev","FLB","OB","Os","Ts","TypeI.a","TypeI.AIC","TypeII.a","TypeII.h","TypeII.AIC","Type.bestfit","a.bestfit","G_O","Light.Ev.Acc"
"108","1393.100.30.30.F",1393,100,"30",30,"F","1393.30",7764,876111.111111111,876111.111111111,883875.111111111,8.25413406846387e-07,3.80838423112835,4.43775960874873e-06,0.327736847090005,-7.27706406856533,"Type II",4.43775960874873e-06,1.7095757512576,"100.30."
"109","1393.100.30.33.A",1393,100,"30",33,"A","1393.30",30091,876111.111111111,876111.111111111,906202.111111111,1.13321273886857e-06,12.2015618452718,0.00535092854208138,0.277261810958408,5.67509564259018,"Type II",0.00535092854208138,3.60392670794664,"100.30."
"110","1393.100.30.33.B",1393,100,"30",33,"B","1393.30",30091,876111.111111111,876111.111111111,906202.111111111,1.16898286095513e-06,10.4495541648369,1.65154290096228e-05,0.252235776907737,5.31569855218924,"Type II",1.65154290096228e-05,3.11189718502179,"100.30."
"111","1393.100.30.33.C",1393,100,"30",33,"C","1393.30",30091,876111.111111111,876111.111111111,906202.111111111,1.1626590586955e-06,9.95216190745333,3.19676596928598e-05,0.263935951345164,-0.0833516128043099,"Type II",3.19676596928598e-05,3.33732669070927,"100.30."
"112","1393.100.30.33.D",1393,100,"30",33,"D","1393.30",0,876111.111111111,876111.111111111,876111.111111111,8.61925981698874e-07,8.41585841253954,4.26378251389479e-06,0.26287501972318,-1.9542233653565,"Type II",4.26378251389479e-06,1.88475331025097,"100.30."
"113","1393.100.30.33.E",1393,100,"30",33,"E","1393.30",0,876111.111111111,876111.111111111,876111.111111111,6.85356544183335e-07,7.32884199457146,5.2022102943857e-06,0.361160100313249,-3.76352713242773,"Type II",5.2022102943857e-06,1.72245014630247,"100.30."
"114","1393.100.30.33.F",1393,100,"30",33,"F","1393.30",0,876111.111111111,876111.111111111,876111.111111111,6.65535697885744e-07,5.93163088770516,3.63806559645123e-06,0.34931544794159,-5.75900678348409,"Type II",3.63806559645123e-06,1.50816884717185,"100.30."
"115","1393.100.30.36.A",1393,100,"30",36,"A","1393.30",1009,876111.111111111,876111.111111111,877120.111111111,1.04311975535065e-06,9.15758519022214,1.28021037064637e-05,0.31828441596049,4.72722246735055,"Type II",1.28021037064637e-05,2.45433560079144,"100.30."
"116","1393.100.30.36.B",1393,100,"30",36,"B","1393.30",1009,876111.111111111,876111.111111111,877120.111111111,9.87470731850237e-07,1.23348594375165,2.25666419033418e-06,0.204027571472747,-3.95878747042019,"Type II",2.25666419033418e-06,1.40880428281615,"100.30."
"117","1393.100.30.36.C",1393,100,"30",36,"C","1393.30",1009,876111.111111111,876111.111111111,877120.111111111,8.8526188191107e-07,1.14824954739211,2.29835405276601e-06,0.24921097369139,-4.39985474251749,"Type II",2.29835405276601e-06,1.34078703240483,"100.30."
"118","1393.100.30.36.D",1393,100,"30",36,"D","1393.30",7410,876111.111111111,876111.111111111,883521.111111111,9.40613077426988e-07,10.2632076957871,7.07655595884992e-06,0.316310992461936,3.81327394718505,"Type II",7.07655595884992e-06,2.09377939313929,"100.30."
"119","1393.100.30.36.E",1393,100,"30",36,"E","1393.30",7410,876111.111111111,876111.111111111,883521.111111111,6.95483743484715e-07,8.89288829405185,0.175583762941255,0.494177473024778,-2.43690550186022,"Type II",0.175583762941255,2.0235378994057,"100.30."
"120","1393.100.30.36.F",1393,100,"30",36,"F","1393.30",7410,876111.111111111,876111.111111111,883521.111111111,7.55429020893317e-07,7.34699000339125,1.69006705591692e-05,0.437934972348277,-7.22654767375354,"Type II",1.69006705591692e-05,1.97835203345133,"100.30."
"121","1393.100.30.39.A",1393,100,"30",39,"A","1393.30",14387,876111.111111111,876111.111111111,890498.111111111,4.69492668964122e-07,-10.9146578758689,4.87284181253673e-07,0.022943824773694,-9.03189554118589,"Type I",4.69492668964122e-07,0.422773986820104,"100.30."
"122","1393.100.30.39.B",1393,100,"30",39,"B","1393.30",14387,876111.111111111,876111.111111111,890498.111111111,3.81220610412569e-07,-3.22047077015236,3.81220610382365e-07,0,-1.22047077015236,"Type I",3.81220610412569e-07,0.33399161254055,"100.30."
"123","1393.100.30.39.C",1393,100,"30",39,"C","1393.30",14387,876111.111111111,876111.111111111,890498.111111111,3.48337362954254e-07,-6.32606832391706,3.48337362800004e-07,0,-4.32606832391706,"Type I",3.48337362954254e-07,0.305182233964226,"100.30."
"124","1393.100.30.39.D",1393,100,"30",39,"D","1393.30",8069,876111.111111111,876111.111111111,884180.111111111,3.15585809484986e-07,-0.560578312013687,1.91309801650522e-06,0.690844346597275,-14.7184385880805,"Type II",1.91309801650522e-06,0.776715745514326,"100.30."
"125","1393.100.30.39.E",1393,100,"30",39,"E","1393.30",8069,876111.111111111,876111.111111111,884180.111111111,2.90067646235848e-07,-7.30524742538352,7.3382280168855e-07,0.538135288992172,-20.8002718305123,"Type II",7.3382280168855e-07,0.477654783000894,"100.30."
"126","1393.100.30.39.F",1393,100,"30",39,"F","1393.30",8069,876111.111111111,876111.111111111,884180.111111111,2.4416221133805e-07,-4.13633289621593,1.01487911786117e-06,0.808707302609092,-10.7268757913156,"Type II",1.01487911786117e-06,0.517228656916253,"100.30."
