"","IDs","Strain","Light","Ev","Assay","Rep","Sp.Ev","FLB","OB","Os","Ts","TypeI.a","TypeI.AIC","TypeII.a","TypeII.h","TypeII.AIC","Type.bestfit","a.bestfit","G_O","Light.Ev.Acc"
"45","1393.100.24.18.C",1393,100,"24",18,"C","1393.24",1715,810000,810000,811715,6.24328479137404e-07,7.75155404021058,0.350004182456818,0.453865365696268,-5.31118086690648,"Type II",0.350004182456818,2.20327943915707,"100.24."
"46","1393.100.24.18.D",1393,100,"24",18,"D","1393.24",0,810000,810000,810000,4.86552616862923e-07,-1.70783632990955,8.38649867743076e-07,0.206917941944139,-3.77330571888407,"Type II",8.38649867743076e-07,0.595589874637556,"100.24."
"47","1393.100.24.18.E",1393,100,"24",18,"E","1393.24",0,810000,810000,810000,4.46972208356655e-07,5.08867471108833,2.20785066286182e-06,0.43600293302419,1.40846442111014,"Type II",2.20785066286182e-06,1.00484863016413,"100.24."
"48","1393.100.24.18.F",1393,100,"24",18,"F","1393.24",0,810000,810000,810000,4.14952406990743e-07,5.4110439838005,3.40444237447061e-06,0.516199731168234,-4.0758886420276,"Type II",3.40444237447061e-06,1.13787115232726,"100.24."
"49","1393.100.24.24.A",1393,100,"24",24,"A","1393.24",22142,810000,810000,832142,5.50006986399509e-07,7.79947006327481,0.112346586653096,0.578209083200242,0.68181886912392,"Type II",0.112346586653096,1.72944532404303,"100.24."
"50","1393.100.24.24.B",1393,100,"24",24,"B","1393.24",22142,810000,810000,832142,4.62816890811624e-07,6.63508208860027,0.144628688170358,0.682163915883372,-0.883476250043338,"Type II",0.144628688170358,1.46590498789947,"100.24."
"51","1393.100.24.24.C",1393,100,"24",24,"C","1393.24",22142,810000,810000,832142,8.00965889502514e-07,-1.61551821945333,2.61741780670773e-06,0.356859026073485,-15.5244196613755,"Type II",2.61741780670773e-06,1.20695250546349,"100.24."
"52","1393.100.24.24.D",1393,100,"24",24,"D","1393.24",3231,810000,810000,813231,4.82530780887558e-07,13.2154385953933,0.126739078723159,0.502818333617859,6.11486025590581,"Type II",0.126739078723159,1.98875132562994,"100.24."
"53","1393.100.24.24.E",1393,100,"24",24,"E","1393.24",3231,810000,810000,813231,4.2735257854698e-07,11.4370054102383,0.16312215239556,0.569642222222202,4.41673900119384,"Type II",0.16312215239556,1.7554645266702,"100.24."
"54","1393.100.24.24.F",1393,100,"24",24,"F","1393.24",3231,810000,810000,813231,8.0174704386593e-07,5.41868324573003,4.34790267953636e-06,0.343598342597391,2.74227142371529,"Type II",4.34790267953636e-06,1.59351386871204,"100.24."
"55","1393.100.24.27.A",1393,100,"24",27,"A","1393.24",843,810000,810000,810843,7.59053568444301e-07,7.36429774940632,4.42755804181638e-06,0.35070911776956,-8.63358056633791,"Type II",4.42755804181638e-06,1.58844546738697,"100.24."
"56","1393.100.24.27.B",1393,100,"24",27,"B","1393.24",843,810000,810000,810843,6.29584861244759e-07,3.19686587893596,2.62810487545544e-06,0.386846504722453,-14.9813665747073,"Type II",2.62810487545544e-06,1.16740267907875,"100.24."
"57","1393.100.24.27.C",1393,100,"24",27,"C","1393.24",843,810000,810000,810843,6.9730589746797e-07,9.09335592761836,1.02519561142063e-05,0.431510321842362,-4.16788994096648,"Type II",1.02519561142063e-05,1.81181415046673,"100.24."
"58","1393.100.24.27.D",1393,100,"24",27,"D","1393.24",2978,810000,810000,812978,9.81608384575949e-07,10.8862202677144,5.98528283473677e-05,0.352352111167111,5.79914444514418,"Type II",5.98528283473677e-05,2.68111726424212,"100.24."
"59","1393.100.24.27.E",1393,100,"24",27,"E","1393.24",2978,810000,810000,812978,8.625965048914e-07,9.21358278621134,9.99608578570518e-05,0.404842025185325,3.00373703499424,"Type II",9.99608578570518e-05,2.39697479659529,"100.24."
"60","1393.100.24.27.F",1393,100,"24",27,"F","1393.24",2978,810000,810000,812978,9.61607301008804e-07,6.40002965018671,4.71041752472468e-06,0.290277105159123,-0.61270608664264,"Type II",4.71041752472468e-06,1.81038007161543,"100.24."
"61","1393.100.24.30.A",1393,100,"24",30,"A","1393.24",2625,810000,810000,812625,8.28867454671922e-07,5.15249682955014,4.71559342319195e-06,0.340625484045466,-8.85953931749261,"Type II",4.71559342319195e-06,1.65994141192224,"100.24."
"62","1393.100.24.30.B",1393,100,"24",30,"B","1393.24",2625,810000,810000,812625,6.1388820227215e-07,0.477245934274984,2.24699810460033e-06,0.403816470698124,-9.02698322868371,"Type II",2.24699810460033e-06,1.04904676342139,"100.24."
"63","1393.100.24.30.C",1393,100,"24",30,"C","1393.24",2625,810000,810000,812625,6.60984309064361e-07,4.85528334679337,6.9308977726261e-06,0.469385982424881,-7.27981971257099,"Type II",6.9308977726261e-06,1.54437475260442,"100.24."
"64","1393.100.24.30.D",1393,100,"24",30,"D","1393.24",7764,810000,810000,817764,1.07742863242333e-06,6.97852659805532,5.4527599846821e-06,0.251991856703859,1.28470402477147,"Type II",5.4527599846821e-06,2.09028606920126,"100.24."
"65","1393.100.24.30.E",1393,100,"24",30,"E","1393.24",7764,810000,810000,817764,9.33550498127822e-07,6.31789972678362,6.72462614643535e-06,0.313123014249832,-1.10075782483737,"Type II",6.72462614643535e-06,2.013238693924,"100.24."
"66","1393.100.24.30.F",1393,100,"24",30,"F","1393.24",7764,810000,810000,817764,1.05430309893517e-06,2.89199680728888,2.55397822615375e-06,0.18723188744938,-4.17875737928351,"Type II",2.55397822615375e-06,1.49115292049884,"100.24."
"67","1393.100.24.33.A",1393,100,"24",33,"A","1393.24",30091,810000,810000,840091,1.01657547646461e-06,8.67395107633833,1.29535263940697e-05,0.293663592205816,-1.10964389537843,"Type II",1.29535263940697e-05,2.57088529885318,"100.24."
"68","1393.100.24.33.B",1393,100,"24",33,"B","1393.24",30091,810000,810000,840091,7.50911932523302e-07,8.15752360801511,0.387484417754985,0.429412239321401,-1.68166900175188,"Type II",0.387484417754985,2.32874727077128,"100.24."
"69","1393.100.24.33.C",1393,100,"24",33,"C","1393.24",30091,810000,810000,840091,7.97323334578159e-07,6.60135052903682,1.06534944111525e-05,0.37616523572754,-5.20112209631043,"Type II",1.06534944111525e-05,2.03231758372899,"100.24."
"70","1393.100.24.33.D",1393,100,"24",33,"D","1393.24",0,810000,810000,810000,7.87642891908469e-07,7.95083063315225,5.23422572442854e-06,0.313424465294349,-10.9406761094063,"Type II",5.23422572442854e-06,1.82053547248293,"100.24."
"71","1393.100.24.33.E",1393,100,"24",33,"E","1393.24",0,810000,810000,810000,7.1056140082959e-07,8.91490050719459,8.52347095490297e-06,0.375071423967948,-2.27062086604769,"Type II",8.52347095490297e-06,1.92339224028582,"100.24."
"72","1393.100.24.33.F",1393,100,"24",33,"F","1393.24",0,810000,810000,810000,9.75822012971861e-07,9.14351397700173,3.13708622442577e-06,0.202343227421488,3.96381869063792,"Type II",3.13708622442577e-06,1.67818205832425,"100.24."
"73","1393.100.24.36.A",1393,100,"24",36,"A","1393.24",1009,810000,810000,811009,8.23396226534712e-07,6.69405755008968,9.74445244158675e-06,0.410883148565146,1.33714875153328,"Type II",9.74445244158675e-06,1.86019661098741,"100.24."
"74","1393.100.24.36.B",1393,100,"24",36,"B","1393.24",1009,810000,810000,811009,6.32809414313762e-07,4.88734067450618,1.5302391680119e-05,0.560319830884724,-0.381408040109689,"Type II",1.5302391680119e-05,1.56006743592417,"100.24."
"75","1393.100.24.36.C",1393,100,"24",36,"C","1393.24",1009,810000,810000,811009,6.92438844707155e-07,3.89503738387182,5.31539450085298e-06,0.463879672353035,-1.93748232251622,"Type II",5.31539450085298e-06,1.43648775527168,"100.24."
"76","1393.100.24.36.D",1393,100,"24",36,"D","1393.24",7410,810000,810000,817410,6.56282217126325e-07,5.9319531086975,7.84665725026339e-06,0.490439899951251,-5.41160073526649,"Type II",7.84665725026339e-06,1.54374186071306,"100.24."
"77","1393.100.24.36.E",1393,100,"24",36,"E","1393.24",7410,810000,810000,817410,6.44181045394987e-07,5.13356940790301,6.07621230839457e-06,0.487072899149716,-6.50989966887251,"Type II",6.07621230839457e-06,1.44874330237344,"100.24."
"78","1393.100.24.36.F",1393,100,"24",36,"F","1393.24",7410,810000,810000,817410,5.96945722297626e-07,3.11146571648453,3.17241191861606e-06,0.474684815187208,-5.66108151196257,"Type II",3.17241191861606e-06,1.15761867503391,"100.24."
"79","1393.100.24.39.A",1393,100,"24",39,"A","1393.24",14387,810000,810000,824387,3.85512039180469e-07,-7.67007828023707,3.85512039087295e-07,0,-5.67007828023707,"Type I",3.85512039180469e-07,0.312264751660709,"100.24."
"80","1393.100.24.39.B",1393,100,"24",39,"B","1393.24",14387,810000,810000,824387,3.24272333318554e-07,-7.21120107914555,3.24272333274372e-07,0,-5.21120107914556,"Type I",3.24272333318554e-07,0.262660589952241,"100.24."
"81","1393.100.24.39.C",1393,100,"24",39,"C","1393.24",14387,810000,810000,824387,2.93884814706047e-07,-2.95321931488949,2.93884814573346e-07,0,-0.953219314889489,"Type I",2.93884814706047e-07,0.23804669980441,"100.24."
"82","1393.100.24.39.D",1393,100,"24",39,"D","1393.24",8069,810000,810000,818069,3.55270889262904e-07,-0.0253023950578513,1.59528920098945e-06,0.578690218972457,-9.13741413701134,"Type II",1.59528920098945e-06,0.739331266964893,"100.24."
"83","1393.100.24.39.E",1393,100,"24",39,"E","1393.24",8069,810000,810000,818069,3.29740820426139e-07,-2.1096173696868,1.05999696574903e-06,0.549649844756887,-7.80232562559491,"Type II",1.05999696574903e-06,0.583314903220556,"100.24."
"84","1393.100.24.39.F",1393,100,"24",39,"F","1393.24",8069,810000,810000,818069,2.62115348759195e-07,-7.89889915914535,5.77932713273431e-07,0.543759868382334,-12.4801013280857,"Type II",5.77932713273431e-07,0.373142797524117,"100.24."
"85","1393.100.30.18.A",1393,100,"30",18,"A","1393.30",1715,876111.111111111,876111.111111111,877826.111111111,7.83265497128482e-07,8.21914258592627,3.23889826878043e-05,0.349240242325977,-2.39356535450214,"Type II",3.23889826878043e-05,2.60090970866374,"100.30."
"86","1393.100.30.18.B",1393,100,"30",18,"B","1393.30",1715,876111.111111111,876111.111111111,877826.111111111,7.54290244597833e-07,9.51695662127915,0.200136528714052,0.368266940081039,-0.586280511626588,"Type II",0.200136528714052,2.71537953848218,"100.30."
"87","1393.100.30.18.C",1393,100,"30",18,"C","1393.30",1715,876111.111111111,876111.111111111,877826.111111111,6.53139160866623e-07,6.78510606017366,5.65093012230769e-05,0.424647612594713,-5.43236351867504,"Type II",5.65093012230769e-05,2.24796797832432,"100.30."
"88","1393.100.30.18.D",1393,100,"30",18,"D","1393.30",0,876111.111111111,876111.111111111,876111.111111111,3.69419281498473e-07,0.00218255314415838,3.69419281219437e-07,0,2.00218255314416,"Type I",3.69419281498473e-07,0.323652336935029,"100.30."
"89","1393.100.30.18.E",1393,100,"30",18,"E","1393.30",0,876111.111111111,876111.111111111,876111.111111111,3.63821134441444e-07,-0.136958872781874,6.12365271011486e-07,0.264024106154644,0.938481067844868,"Type I",3.63821134441444e-07,0.469934320677893,"100.30."
"90","1393.100.30.18.F",1393,100,"30",18,"F","1393.30",0,876111.111111111,876111.111111111,876111.111111111,3.94953203697312e-07,0.0196582924313677,1.04901557980128e-06,0.377203383724353,-3.26684439608509,"Type II",1.04901557980128e-06,0.682464124260927,"100.30."
"91","1393.100.30.24.A",1393,100,"30",24,"A","1393.30",22142,876111.111111111,876111.111111111,898253.111111111,6.36324226532814e-07,7.83788636826423,0.191094768701244,0.493664997800774,-2.13644957469705,"Type II",0.191094768701244,2.02564067802464,"100.30."
"92","1393.100.30.24.B",1393,100,"30",24,"B","1393.30",22142,876111.111111111,876111.111111111,898253.111111111,5.11174405692927e-07,3.79899288475613,6.84839610169223e-06,0.570149811450613,-5.16428019691868,"Type II",6.84839610169223e-06,1.35718780430355,"100.30."
"93","1393.100.30.24.C",1393,100,"30",24,"C","1393.30",22142,876111.111111111,876111.111111111,898253.111111111,4.46436004164497e-07,3.37142474903189,6.86740808217404e-06,0.658219333642615,-3.16314303307437,"Type II",6.86740808217404e-06,1.2129654133903,"100.30."
"94","1393.100.30.24.D",1393,100,"30",24,"D","1393.30",3231,876111.111111111,876111.111111111,879342.111111111,5.68733156680601e-07,11.9470700702044,0.132509429752883,0.45998812727109,6.95817056770807,"Type II",0.132509429752883,2.1739284450237,"100.30."
"95","1393.100.30.24.E",1393,100,"30",24,"E","1393.30",3231,876111.111111111,876111.111111111,879342.111111111,3.63828077554196e-07,9.33596657407571,0.116457824403395,0.658966409233697,2.01522933424045,"Type II",0.116457824403395,1.51750546440126,"100.30."
"96","1393.100.30.24.F",1393,100,"30",24,"F","1393.30",3231,876111.111111111,876111.111111111,879342.111111111,3.46944431961482e-07,8.85905128337095,0.133383600527694,0.68998029182381,1.27809946468419,"Type II",0.133383600527694,1.44929878392044,"100.30."
"97","1393.100.30.27.A",1393,100,"30",27,"A","1393.30",843,876111.111111111,876111.111111111,876954.111111111,8.38075267073357e-07,5.26727173835057,2.82410635306887e-06,0.263064433269983,-12.1012629387152,"Type II",2.82410635306887e-06,1.49873262244231,"100.30."
"98","1393.100.30.27.B",1393,100,"30",27,"B","1393.30",843,876111.111111111,876111.111111111,876954.111111111,7.49949561562602e-07,3.07584466387875,2.06216516291802e-06,0.264525918413363,-8.6388934559056,"Type II",2.06216516291802e-06,1.22245564775585,"100.30."
"99","1393.100.30.27.C",1393,100,"30",27,"C","1393.30",843,876111.111111111,876111.111111111,876954.111111111,6.84110532667148e-07,3.2568599745851,2.16635045523873e-06,0.312639043370815,-7.73346158781541,"Type II",2.16635045523873e-06,1.19115754843078,"100.30."
"100","1393.100.30.27.D",1393,100,"30",27,"D","1393.30",2978,876111.111111111,876111.111111111,879089.111111111,9.3240524612348e-07,6.17480245226621,4.9802678718488e-06,0.299719623017956,-0.337613863032053,"Type II",4.9802678718488e-06,1.89069643483745,"100.30."
"101","1393.100.30.27.E",1393,100,"30",27,"E","1393.30",2978,876111.111111111,876111.111111111,879089.111111111,7.48756933566241e-07,5.34011900863393,7.56277650183012e-06,0.414972291573411,-1.88520046485516,"Type II",7.56277650183012e-06,1.76710689613655,"100.30."
"102","1393.100.30.27.F",1393,100,"30",27,"F","1393.30",2978,876111.111111111,876111.111111111,879089.111111111,7.11951509635433e-07,5.6573693156454,1.16813728289418e-05,0.45518331827973,-1.09509543341665,"Type II",1.16813728289418e-05,1.80866135810136,"100.30."
"103","1393.100.30.30.A",1393,100,"30",30,"A","1393.30",2625,876111.111111111,876111.111111111,878736.111111111,6.94168323378541e-07,4.46477421945077,7.05909567716501e-06,0.438013663868979,-6.21202823028799,"Type II",7.05909567716501e-06,1.66748134468449,"100.30."
"104","1393.100.30.30.B",1393,100,"30",30,"B","1393.30",2625,876111.111111111,876111.111111111,878736.111111111,7.84648394591692e-07,2.15918441432871,2.5302962271638e-06,0.292755544792165,-12.6886246728799,"Type II",2.5302962271638e-06,1.34435339129214,"100.30."
"105","1393.100.30.30.C",1393,100,"30",30,"C","1393.30",2625,876111.111111111,876111.111111111,878736.111111111,7.09513777397142e-07,1.27415591113596,2.40785404290212e-06,0.331352572856381,-17.0733329337683,"Type II",2.40785404290212e-06,1.24163781651305,"100.30."
"106","1393.100.30.30.D",1393,100,"30",30,"D","1393.30",7764,876111.111111111,876111.111111111,883875.111111111,1.08536167042761e-06,3.69886085633186,3.10437180503617e-06,0.197830221460673,-5.19750159021668,"Type II",3.10437180503617e-06,1.76832237848655,"100.30."
"107","1393.100.30.30.E",1393,100,"30",30,"E","1393.30",7764,876111.111111111,876111.111111111,883875.111111111,8.35545839406038e-07,2.37613159026976,2.83607026077612e-06,0.279323032894615,-7.52882247562042,"Type II",2.83607026077612e-06,1.4667400806965,"100.30."
